LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
101931-4,"Calcium oxalate crystals",EngDiff,Pt,Urine,Qn,,CHEM,2.75,ACTIVE,1,Both,,kJ/mol,"Calcium oxalate crystals [Energy Difference] in Urine",kJ/mol,2.75,false,"Calcium oxalate crystals:EngDiff:Pt:Urine:Qn:"
50675-8,"Calcium-phosphorus product",MCncSq,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg2/dL2,"Calcium-phosphorus product [(Mass/volume)*2] in Serum or Plasma",mg2/dL2,2.22,false,"Calcium-phosphorus product:MCncSq:Pt:Ser/Plas:Qn:"
13454-4,"Calcium-phosphorus product",SCncSq,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mmol2/L2,"Calcium-phosphorus product [(Moles/volume)*2] in Serum or Plasma",mmol2/L2,1.0j-a,false,"Calcium-phosphorus product:SCncSq:Pt:Ser/Plas:Qn:"
16270-1,"Calcium^1H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --1 hour post XXX challenge",mg/dL,1.0l,false,"Calcium^1H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40229-7,"Calcium^1H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --1 hour post XXX challenge",mmol/L,2.15,false,"Calcium^1H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
27909-1,"Calcium^1st specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --1st specimen post XXX challenge",mg/dL,2.00,false,"Calcium^1st specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
16272-7,"Calcium^2H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --2 hours post XXX challenge",mg/dL,1.0l,false,"Calcium^2H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40231-3,"Calcium^2H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --2 hours post XXX challenge",mmol/L,2.15,false,"Calcium^2H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
27916-6,"Calcium^2nd specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --2nd specimen post XXX challenge",mg/dL,2.00,false,"Calcium^2nd specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
27913-3,"Calcium^7th specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --7th specimen post XXX challenge",mg/dL,2.00,false,"Calcium^7th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
32159-6,"Carbonated calcium phosphate/Total",MFr,Pt,Calculus,Qn,,CHEM,2.44,ACTIVE,1,Observation,,%,"Carbonated calcium phosphate/Total in Stone",%,2.07,false,"Carbonated calcium phosphate/Total:MFr:Pt:Calculus:Qn:"
61513-8,"How many Y did you take calcium, alone or combined with something else such as in a bone health supplement or in an antacid",Time,Pt,^Patient,Qn,PhenX,PHENX,2.65,TRIAL,2,,,years,"How many years did you take calcium, alone or combined with something else such as in a bone health supplement or in an antacid [PhenX]",a,2.34,false,"How many Y did you take calcium, alone or combined with something else such as in a bone health supplement or in an antacid:Time:Pt:^Patient:Qn:PhenX"
31024-3,"Voltage-gated calcium channel Ab",SCnc,Pt,Ser,Qn,,SERO,2.73,ACTIVE,1,Both,,fmol/L,"Voltage-gated calcium channel Ab [Moles/volume] in Serum",fmol/L,2.04,false,"Voltage-gated calcium channel Ab:SCnc:Pt:Ser:Qn:"
12724-1,"Voltage-gated calcium channel Ab.IgG",ACnc,Pt,Ser,Qn,,SERO,2.69,ACTIVE,1,Both,,,"Voltage-gated calcium channel IgG Ab [Units/volume] in Serum",[arb'U]/mL,1.0j-a,false,"Voltage-gated calcium channel Ab.IgG:ACnc:Pt:Ser:Qn:"
41261-9,"Voltage-gated calcium channel Ab.IgG",PrThr,Pt,Ser,Ord,,SERO,2.56,ACTIVE,1,Both,,,"Voltage-gated calcium channel IgG Ab [Presence] in Serum",,2.15,false,"Voltage-gated calcium channel Ab.IgG:PrThr:Pt:Ser:Ord:"
41201-5,"Voltage-gated calcium channel Ab.IgG",SCnc,Pt,Ser,Qn,,SERO,2.40,ACTIVE,1,Both,,fmol/L,"Voltage-gated calcium channel IgG Ab [Moles/volume] in Serum",fmol/L,2.15,false,"Voltage-gated calcium channel Ab.IgG:SCnc:Pt:Ser:Qn:"
105053-3,"Calcium oxalate crystals",PrThr,Pt,"Urine sed",Ord,Microscopy,UA,2.78,ACTIVE,1,Both,,,"Calcium oxalate crystals [Presence] in Urine sediment by Microscopy",,2.78,false,"Calcium oxalate crystals:PrThr:Pt:Urine sed:Ord:Microscopy"
13959-2,Calcium.ionized,SCnc,Pt,Ser/Plas,Qn,Calculated,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Calcium.ionized [Moles/volume] in Serum or Plasma by calculation",mmol/L,1.0k,false,Calcium.ionized:SCnc:Pt:Ser/Plas:Qn:Calculated
61458-6,"PhenX measure - calcium intake",-,Pt,^Patient,-,PhenX,PANEL.PHENX,2.46,DEPRECATED,2,,,,"Deprecated PhenX measure - calcium intake",,2.34,false,"PhenX measure - calcium intake:-:Pt:^Patient:-:PhenX"
32156-2,"Calcium carbonate/Total",MFr,Pt,Calculus,Qn,,CHEM,2.73,ACTIVE,1,Observation,,%,"Calcium carbonate/Total in Stone",%,2.07,false,"Calcium carbonate/Total:MFr:Pt:Calculus:Qn:"
38251-5,"Calcium oxalate",MRat,24H,Urine,Qn,,CHEM,2.73,ACTIVE,1,Both,,,"Calcium oxalate [Mass/time] in 24 hour Urine",,2.13,false,"Calcium oxalate:MRat:24H:Urine:Qn:"
105897-3,"Calcium oxalate crystals",Naric,Pt,Urine,Qn,,UA,2.78,ACTIVE,1,Both,,/[LPF],"Calcium oxalate crystals [#/area] in Urine",/[LPF],2.78,false,"Calcium oxalate crystals:Naric:Pt:Urine:Qn:"
32157-0,"Calcium oxalate/Total",MFr,Pt,Calculus,Qn,,CHEM,2.44,ACTIVE,1,Observation,,%,"Calcium oxalate/Total in Stone",%,2.07,false,"Calcium oxalate/Total:MFr:Pt:Calculus:Qn:"
50676-6,"Calcium-phosphorus product panel",-,Pt,Ser/Plas,Qn,,PANEL.CHEM,2.54,ACTIVE,1,Order,,,"Calcium-phosphorus product panel - Serum or Plasma",,2.22,true,"Calcium-phosphorus product panel:-:Pt:Ser/Plas:Qn:"
47596-2,Calcium.ionized,SCnc,Pt,Bld,Qn,ISE,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Calcium.ionized [Moles/volume] in Blood by Ion-selective membrane electrode (ISE)",mmol/L,2.21,false,Calcium.ionized:SCnc:Pt:Bld:Qn:ISE
53088-1,Calcium.ionized,SCnc,Pt,Flu.nonbiological,Qn,ISE,CHEM,2.70,ACTIVE,1,Both,,mmol/L,"Calcium.ionized [Moles/volume] in Nonbiological fluid by Ion-selective membrane electrode (ISE)",mmol/L,2.24,false,Calcium.ionized:SCnc:Pt:Flu.nonbiological:Qn:ISE
47598-8,"Calcium.ionized^^adjusted to pH 7.4",SCnc,Pt,Bld,Qn,,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Blood",mmol/L,2.21,false,"Calcium.ionized^^adjusted to pH 7.4:SCnc:Pt:Bld:Qn:"
54366-0,"Calcium.ionized^^adjusted to pH 7.4",SCnc,Pt,BldCo,Qn,,CHEM,2.70,ACTIVE,1,Both,,mmol/L,"Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Cord blood",mmol/L,2.27,false,"Calcium.ionized^^adjusted to pH 7.4:SCnc:Pt:BldCo:Qn:"
53087-3,"Calcium.ionized^^adjusted to pH 7.4",SCnc,Pt,Flu.nonbiological,Qn,,CHEM,2.70,ACTIVE,1,Both,,mmol/L,"Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Nonbiological fluid",mmol/L,2.24,false,"Calcium.ionized^^adjusted to pH 7.4:SCnc:Pt:Flu.nonbiological:Qn:"
40069-7,"Calcium^1.5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Calcium [Mass/volume] in Serum or Plasma --1.5 hours post XXX challenge",mg/dL,2.15,false,"Calcium^1.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40230-5,"Calcium^1.5H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Calcium [Moles/volume] in Serum or Plasma --1.5 hours post XXX challenge",mmol/L,2.15,false,"Calcium^1.5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
33979-6,"Voltage-gated calcium channel N type binding Ab",SCnc,Pt,Ser,Qn,,SERO,2.73,ACTIVE,1,Both,,pmol/L,"Voltage-gated calcium channel N type binding Ab [Moles/volume] in Serum",pmol/L,2.09,false,"Voltage-gated calcium channel N type binding Ab:SCnc:Pt:Ser:Qn:"
105896-5,"Calcium oxalate crystals",Naric,Pt,"Urine sed",Qn,,UA,2.78,ACTIVE,1,Both,,/[LPF],"Calcium oxalate crystals [#/area] in Urine sediment",/[LPF],2.78,false,"Calcium oxalate crystals:Naric:Pt:Urine sed:Qn:"
34736-9,"Calcium oxalate index",Ratio,24H,Urine,Qn,,CHEM,2.73,ACTIVE,1,Both,,,"Calcium oxalate index in 24 hour Urine",,2.11,false,"Calcium oxalate index:Ratio:24H:Urine:Qn:"
38252-3,"Calcium oxalate monohydrate/Total",MFr,Pt,Calculus,Qn,,CHEM,2.73,ACTIVE,1,Observation,,%,"Calcium oxalate monohydrate/Total in Stone",%,2.13,false,"Calcium oxalate monohydrate/Total:MFr:Pt:Calculus:Qn:"
32137-2,"Calcium phosphate/Total",MFr,Pt,Calculus,Qn,,CHEM,2.73,ACTIVE,1,Observation,,%,"Calcium phosphate/Total in Stone",%,2.07,false,"Calcium phosphate/Total:MFr:Pt:Calculus:Qn:"
36935-5,"Multisection for calcium score^W contrast IV",Find,Pt,Chest>Heart,Doc,CT,RAD,2.61,DISCOURAGED,2,Both,,,"CT Heart for calcium scoring W contrast IV",,2.14,false,"Multisection for calcium score^W contrast IV:Find:Pt:Chest>Heart:Doc:CT"
47275-3,"S100 calcium binding protein B",MCnc,Pt,Ser,Qn,,CHEM,2.73,ACTIVE,1,Both,,ug/L,"S100 calcium binding protein B [Mass/volume] in Serum",ug/L,2.19,false,"S100 calcium binding protein B:MCnc:Pt:Ser:Qn:"
17864-0,Calcium.ionized,MCnc,Pt,Ser/Plas,Qn,ISE,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Calcium.ionized [Mass/volume] in Serum or Plasma by Ion-selective membrane electrode (ISE)",mg/dL,1.0l,false,Calcium.ionized:MCnc:Pt:Ser/Plas:Qn:ISE
12180-6,Calcium.ionized,SCnc,Pt,Ser/Plas,Qn,ISE,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Calcium.ionized [Moles/volume] in Serum or Plasma by Ion-selective membrane electrode (ISE)",mmol/L,1.0j-a,false,Calcium.ionized:SCnc:Pt:Ser/Plas:Qn:ISE
53138-4,"Calcium.ionized^^adjusted to pH 7.4",SCnc,Pt,BldA,Qn,,CHEM,2.42,ACTIVE,1,Both,,nmol/L,"Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Arterial blood",nmol/L,2.24,false,"Calcium.ionized^^adjusted to pH 7.4:SCnc:Pt:BldA:Qn:"
53139-2,"Calcium.ionized^^adjusted to pH 7.4",SCnc,Pt,BldC,Qn,,CHEM,2.42,ACTIVE,1,Both,,nmol/L,"Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Capillary blood",nmol/L,2.24,false,"Calcium.ionized^^adjusted to pH 7.4:SCnc:Pt:BldC:Qn:"
53140-0,"Calcium.ionized^^adjusted to pH 7.4",SCnc,Pt,BldV,Qn,,CHEM,2.42,ACTIVE,1,Both,,nmol/L,"Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Venous blood",nmol/L,2.24,false,"Calcium.ionized^^adjusted to pH 7.4:SCnc:Pt:BldV:Qn:"
50838-2,"Calcium.ionized^^adjusted to pH 7.4",SCnc,Pt,"Body fld",Qn,,CHEM,2.70,ACTIVE,1,Both,,mmol/L,"Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Body fluid",mmol/L,2.22,false,"Calcium.ionized^^adjusted to pH 7.4:SCnc:Pt:Body fld:Qn:"
19072-8,"Calcium.ionized^^adjusted to pH 7.4",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mmol/L,"Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Serum or Plasma",mmol/L,1.0l,false,"Calcium.ionized^^adjusted to pH 7.4:SCnc:Pt:Ser/Plas:Qn:"
33980-4,"Voltage-gated calcium channel PQ type binding Ab",SCnc,Pt,Ser,Qn,,SERO,2.73,ACTIVE,1,Both,,pmol/L,"Voltage-gated calcium channel P/Q type binding Ab [Moles/volume] in Serum",pmol/L,2.09,false,"Voltage-gated calcium channel PQ type binding Ab:SCnc:Pt:Ser:Qn:"
10746-6,"Calcium.microscopic observation",Prid,Pt,Tiss,Nom,"Von Kossa stain",PATH,2.22,ACTIVE,1,Observation,,,"Calcium.microscopic observation [Identifier] in Tissue by Von Kossa stain",,1.0i,false,"Calcium.microscopic observation:Prid:Pt:Tiss:Nom:Von Kossa stain"
34471-3,"Calcium bilirubinate crystals",PrThr,Pt,"Bil fld",Ord,Microscopy.light,HEM/BC,2.73,ACTIVE,1,Observation,,,"Calcium bilirubinate crystals [Presence] in Bile fluid by Light microscopy",,2.10,false,"Calcium bilirubinate crystals:PrThr:Pt:Bil fld:Ord:Microscopy.light"
16261-0,"Calcium bilirubinate crystals",PrThr,Pt,Calculus,Ord,"Infrared spectroscopy",CHEM,2.73,ACTIVE,1,Observation,,,"Calcium bilirubinate crystals [Presence] in Stone by Infrared spectroscopy",,1.0l,false,"Calcium bilirubinate crystals:PrThr:Pt:Calculus:Ord:Infrared spectroscopy"
38993-2,"Calcium oxalate dihydrate crystals",PrThr,Pt,"Urine sed",Ord,,UA,2.73,ACTIVE,1,Observation,,,"Calcium oxalate dihydrate crystals [Presence] in Urine sediment",,2.15,false,"Calcium oxalate dihydrate crystals:PrThr:Pt:Urine sed:Ord:"
5776-0,"Calcium sulfate crystals",PrThr,Pt,"Urine sed",Ord,Microscopy.light,UA,2.73,ACTIVE,1,Observation,,,"Calcium sulfate crystals [Presence] in Urine sediment by Light microscopy",,1.0,false,"Calcium sulfate crystals:PrThr:Pt:Urine sed:Ord:Microscopy.light"
47719-0,"Parathyrin^pre dose calcium",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,pg/mL;ng/L,"Parathyrin [Mass/volume] in Serum or Plasma --pre dose calcium",pg/mL,2.21,false,"Parathyrin^pre dose calcium:MCnc:Pt:Ser/Plas:Qn:"
99411-1,"Voltage-gated calcium channel Ab",SCnc,Pt,CSF,Qn,IA,SERO,2.72,ACTIVE,1,Both,,pmol/L,"Voltage-gated calcium channel Ab [Moles/volume] in Cerebral spinal fluid by Immunoassay",pmol/L,2.72,false,"Voltage-gated calcium channel Ab:SCnc:Pt:CSF:Qn:IA"
94704-4,"Voltage-gated calcium channel N type binding Ab",SCnc,Pt,Ser,Qn,IA,SERO,2.68,ACTIVE,1,Both,,nmol/L,"Voltage-gated calcium channel N type binding Ab [Moles/volume] in Serum by Immunoassay",nmol/L,2.68,false,"Voltage-gated calcium channel N type binding Ab:SCnc:Pt:Ser:Qn:IA"
16512-6,"Calcium.ionized^2nd specimen post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium.ionized [Moles/volume] in Serum or Plasma --2nd specimen post XXX challenge",mmol/L,1.0l,false,"Calcium.ionized^2nd specimen post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
16513-4,"Calcium.ionized^3rd specimen post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium.ionized [Moles/volume] in Serum or Plasma --3rd specimen post XXX challenge",mmol/L,1.0l,false,"Calcium.ionized^3rd specimen post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
16514-2,"Calcium.ionized^4th specimen post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium.ionized [Moles/volume] in Serum or Plasma --4th specimen post XXX challenge",mmol/L,1.0l,false,"Calcium.ionized^4th specimen post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
16515-9,"Calcium.ionized^5th specimen post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium.ionized [Moles/volume] in Serum or Plasma --5th specimen post XXX challenge",mmol/L,1.0l,false,"Calcium.ionized^5th specimen post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
16516-7,"Calcium.ionized^6th specimen post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Calcium.ionized [Moles/volume] in Serum or Plasma --6th specimen post XXX challenge",mmol/L,1.0l,false,"Calcium.ionized^6th specimen post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
53312-5,"Calcium carbonate crystals",Naric,Pt,Urine,Qn,"Computer assisted",UA,2.69,ACTIVE,1,Observation,,,"Calcium carbonate crystals [#/area] in Urine by Computer assisted method",/[HPF],2.24,false,"Calcium carbonate crystals:Naric:Pt:Urine:Qn:Computer assisted"
16267-7,"Calcium carbonate crystals",PrThr,Pt,Calculus,Ord,"Infrared spectroscopy",CHEM,2.73,ACTIVE,1,Observation,,,"Calcium carbonate crystals [Presence] in Stone by Infrared spectroscopy",,1.0l,false,"Calcium carbonate crystals:PrThr:Pt:Calculus:Ord:Infrared spectroscopy"
33241-1,"Calcium carbonate crystals",PrThr,Pt,Urine,Ord,"Computer assisted",UA,2.73,ACTIVE,1,Observation,,,"Calcium carbonate crystals [Presence] in Urine by Computer assisted method",,2.09,false,"Calcium carbonate crystals:PrThr:Pt:Urine:Ord:Computer assisted"
5773-7,"Calcium carbonate crystals",PrThr,Pt,"Urine sed",Ord,Microscopy.light,UA,2.73,ACTIVE,1,Observation,,,"Calcium carbonate crystals [Presence] in Urine sediment by Light microscopy",,1.0,false,"Calcium carbonate crystals:PrThr:Pt:Urine sed:Ord:Microscopy.light"
40999-5,"Calcium hydrogen phosphate dihydrate",MRat,24H,Urine,Qn,,CHEM,2.73,ACTIVE,1,Both,,,"Calcium hydrogen phosphate dihydrate [Mass/time] in 24 hour Urine",,2.15,false,"Calcium hydrogen phosphate dihydrate:MRat:24H:Urine:Qn:"
101932-2,"Calcium hydrogen phosphate dihydrate crystals",EngDiff,Pt,Urine,Qn,,CHEM,2.75,ACTIVE,1,Both,,kJ/mol,"Calcium hydrogen phosphate dihydrate crystals [Energy Difference] in Urine",kJ/mol,2.75,false,"Calcium hydrogen phosphate dihydrate crystals:EngDiff:Pt:Urine:Qn:"
40615-7,"Calcium oxalate crystals",ACnc,Pt,"Urine sed",Ord,Microscopy.light.LPF,UA,2.36,DEPRECATED,1,Observation,,,"Deprecated Calcium oxalate crystals [Presence] in Urine sediment by Microscopy low power field",,2.15,false,"Calcium oxalate crystals:ACnc:Pt:Urine sed:Ord:Microscopy.light.LPF"
53306-7,"Calcium oxalate crystals",Naric,Pt,Urine,Qn,"Computer assisted",UA,2.73,ACTIVE,1,Observation,,,"Calcium oxalate crystals [#/area] in Urine by Computer assisted method",/[HPF],2.24,false,"Calcium oxalate crystals:Naric:Pt:Urine:Qn:Computer assisted"
25148-8,"Calcium oxalate crystals",Naric,Pt,"Urine sed",Qn,Microscopy.light.HPF,UA,2.73,ACTIVE,1,Observation,,/HPF,"Calcium oxalate crystals [#/area] in Urine sediment by Microscopy high power field",/[HPF],2.00,false,"Calcium oxalate crystals:Naric:Pt:Urine sed:Qn:Microscopy.light.HPF"
53131-9,"Calcium oxalate crystals",Naric,Pt,"Urine sed",Qn,Microscopy.light.LPF,UA,2.73,ACTIVE,1,Observation,,/LPF,"Calcium oxalate crystals [#/area] in Urine sediment by Microscopy low power field",/[LPF],2.24,false,"Calcium oxalate crystals:Naric:Pt:Urine sed:Qn:Microscopy.light.LPF"
33234-6,"Calcium oxalate crystals",PrThr,Pt,Urine,Ord,"Computer assisted",UA,2.73,ACTIVE,1,Observation,,,"Calcium oxalate crystals [Presence] in Urine by Computer assisted method",,2.09,false,"Calcium oxalate crystals:PrThr:Pt:Urine:Ord:Computer assisted"
5774-5,"Calcium oxalate crystals",PrThr,Pt,"Urine sed",Ord,Microscopy.light,UA,2.73,ACTIVE,1,Observation,,,"Calcium oxalate crystals [Presence] in Urine sediment by Light microscopy",,1.0,false,"Calcium oxalate crystals:PrThr:Pt:Urine sed:Ord:Microscopy.light"
16263-6,"Calcium oxalate dihydrate crystals",PrThr,Pt,Calculus,Ord,"Infrared spectroscopy",CHEM,2.73,ACTIVE,1,Observation,,,"Calcium oxalate dihydrate crystals [Presence] in Stone by Infrared spectroscopy",,1.0l,false,"Calcium oxalate dihydrate crystals:PrThr:Pt:Calculus:Ord:Infrared spectroscopy"
49501-0,"Calcium oxalate monohydrate/Total",MFr,Pt,Calculus,Qn,"Infrared spectroscopy",CHEM,2.70,ACTIVE,1,Observation,,%,"Calcium oxalate monohydrate/Total in Stone by Infrared spectroscopy",%,2.22,false,"Calcium oxalate monohydrate/Total:MFr:Pt:Calculus:Qn:Infrared spectroscopy"
25150-4,"Calcium sulfate crystals",Naric,Pt,"Urine sed",Qn,Microscopy.light.HPF,UA,2.70,ACTIVE,1,Observation,,/HPF,"Calcium sulfate crystals [#/area] in Urine sediment by Microscopy high power field",/[HPF],2.00,false,"Calcium sulfate crystals:Naric:Pt:Urine sed:Qn:Microscopy.light.HPF"
70219-1,"Basic metabolic 2008 panel with ionized calcium",-,Pt,Ser/Plas,Qn,,PANEL.CHEM,2.73,ACTIVE,1,Order,,,"Basic metabolic 2008 panel with ionized calcium - Serum or Plasma",,2.40,true,"Basic metabolic 2008 panel with ionized calcium:-:Pt:Ser/Plas:Qn:"
79087-3,"Multisection for calcium score^WO contrast",Find,Pt,"Chest>Heart+Coronary arteries",Doc,CT,RAD,2.61,ACTIVE,2,Both,,,"CT Heart and Coronary arteries for calcium scoring WO contrast",,2.54,false,"Multisection for calcium score^WO contrast:Find:Pt:Chest>Heart+Coronary arteries:Doc:CT"
100795-4,"S100 calcium binding protein B",MCnc,Pt,"Body fld",Qn,,CHEM,2.73,ACTIVE,1,Both,,ug/L,"S100 calcium binding protein B [Mass/volume] in Body fluid",ug/L,2.73,false,"S100 calcium binding protein B:MCnc:Pt:Body fld:Qn:"
47274-6,"S100 calcium binding protein B",MCnc,Pt,CSF,Qn,,CHEM,2.70,ACTIVE,1,Both,,ug/L,"S100 calcium binding protein B [Mass/volume] in Cerebral spinal fluid",ug/L,2.19,false,"S100 calcium binding protein B:MCnc:Pt:CSF:Qn:"
83114-9,"S100 calcium binding protein B",MCnc,Pt,Ser,Qn,IA,CHEM,2.69,ACTIVE,1,Both,,ug/L,"S100 calcium binding protein B [Mass/volume] in Serum by Immunoassay",ug/L,2.69,false,"S100 calcium binding protein B:MCnc:Pt:Ser:Qn:IA"
105269-5,"Fractional excretion of calcium",Ratio,XXX,Urine+Ser/Plas,Qn,,CHEM,2.78,ACTIVE,1,Observation,,%,"Fractional excretion of calcium [Ratio] in Urine and Serum or Plasma collected for unspecified duration",%,2.78,false,"Fractional excretion of calcium:Ratio:XXX:Urine+Ser/Plas:Qn:"
61512-0,"How often did you take calcium, alone or combined with something else such as in a bone health supplement or in an antacid",Find,Pt,^Patient,Ord,PhenX,PHENX,2.65,TRIAL,2,,,,"How often did you take Calcium, alone or combined with something else such as in a bone health supplement OR in an antacid [PhenX]",,2.34,false,"How often did you take calcium, alone or combined with something else such as in a bone health supplement or in an antacid:Find:Pt:^Patient:Ord:PhenX"
24346-9,"Parathyrin.intact & Calcium panel",-,Pt,Ser/Plas,Qn,,PANEL.CHEM,2.73,ACTIVE,1,Order,,,"Parathyrin.intact and Calcium panel - Serum or Plasma",,1.0o,true,"Parathyrin.intact & Calcium panel:-:Pt:Ser/Plas:Qn:"
24347-7,"Parathyrin.mid molecule & Calcium panel",-,Pt,Ser/Plas,Qn,,PANEL.CHEM,2.42,ACTIVE,1,Order,,,"Parathyrin.mid molecule and Calcium panel - Serum or Plasma",,1.0o,true,"Parathyrin.mid molecule & Calcium panel:-:Pt:Ser/Plas:Qn:"
47718-2,"Parathyrin^4H post dose calcium",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,pg/mL;ng/L,"Parathyrin [Mass/volume] in Serum or Plasma --4 hours post dose calcium",pg/mL,2.21,false,"Parathyrin^4H post dose calcium:MCnc:Pt:Ser/Plas:Qn:"
45190-6,"CASR gene targeted mutation analysis",Prid,Pt,Bld/Tiss,Nom,Molgen,MOLPATH.MUT,2.63,ACTIVE,1,Both,,,"CASR gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal",,2.17,false,"CASR gene targeted mutation analysis:Prid:Pt:Bld/Tiss:Nom:Molgen"
101976-9,"Voltage-gated calcium channel PQ type binding Ab",MCnc,Pt,Ser,Qn,IA,SERO,2.75,ACTIVE,1,Both,,g/dL,"Voltage-gated calcium channel P/Q type binding Ab [Mass/volume] in Serum by Immunoassay",g/dL,2.75,false,"Voltage-gated calcium channel PQ type binding Ab:MCnc:Pt:Ser:Qn:IA"
94705-1,"Voltage-gated calcium channel PQ type binding Ab",SCnc,Pt,Ser,Qn,IA,SERO,2.68,ACTIVE,1,Both,,nmol/L,"Voltage-gated calcium channel P/Q type binding Ab [Moles/volume] in Serum by Immunoassay",nmol/L,2.68,false,"Voltage-gated calcium channel PQ type binding Ab:SCnc:Pt:Ser:Qn:IA"
59472-1,"Calcium.ionized^^adjusted to pH 7.4",MCnc,Pt,BldA,Qn,ISE,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Calcium.ionized [Mass/volume] adjusted to pH 7.4 in Arterial blood by Ion-selective membrane electrode (ISE)",mg/dL,2.34,false,"Calcium.ionized^^adjusted to pH 7.4:MCnc:Pt:BldA:Qn:ISE"
59473-9,"Calcium.ionized^^adjusted to pH 7.4",MCnc,Pt,BldV,Qn,ISE,CHEM,2.70,ACTIVE,1,Both,,mg/dL,"Calcium.ionized [Mass/volume] adjusted to pH 7.4 in Venous blood by Ion-selective membrane electrode (ISE)",mg/dL,2.34,false,"Calcium.ionized^^adjusted to pH 7.4:MCnc:Pt:BldV:Qn:ISE"
