Query,LOINC Code,Name,Component,System,Property,Measurement,Normalized_Score
glucose in blood,2591-6,macroamylase enzymatic activity volume serum plasma,macroamylase,serum plasma,cell concentration,enzymatic activity volume,0.1202709
glucose in blood,2592-4,macroglobulin mass volume serum plasma,macroglobulin,serum plasma,mass concentration,mass volume,0.13210912
glucose in blood,74953-1,macroprolactin unit volume serum plasma,macroprolactin,serum plasma,amount concentration,unit volume,0.08463544
glucose in blood,72680-2,macroprolactin presence serum plasma,macroprolactin,serum plasma,prthr,presence,0.07479697
glucose in blood,19123-9,magnesium mass volume serum plasma,magnesium,serum plasma,mass concentration,mass volume,0.11730542
glucose in blood,35249-2,magnesium mass mole volume serum plasma,magnesium,serum plasma,mass substance concentration,mass mole volume,0.107705936
glucose in blood,11554-3,deprecated magnesium molecule volume serum plasma,magnesium,serum plasma,substance concentration,molecule volume,0.1086528
glucose in blood,2601-3,magnesium mole volume serum plasma,magnesium,serum plasma,substance concentration,mole volume,0.110319436
glucose in blood,75068-7,malate mole volume serum plasma,malate,serum plasma,substance concentration,mole volume,0.08782248
glucose in blood,75061-2,malonate mole volume serum plasma,malonate,serum plasma,substance concentration,mole volume,0.10101536
glucose in blood,75072-9,mandelate mole volume serum plasma,mandelate,serum plasma,substance concentration,mole volume,0.09450885
glucose in blood,33838-4,mannitol mole volume serum plasma,mannitol,serum plasma,substance concentration,mole volume,0.08709001
glucose in blood,3734-1,maprotiline presence serum plasma,maprotiline,serum plasma,prthr,presence,0.062184762
glucose in blood,88987-3,maraviroc mass volume serum plasma,maraviroc,serum plasma,mass concentration,mass volume,0.106133506
glucose in blood,104309-0,ribociclib mass volume serum plasma,ribociclib,serum plasma,mass concentration,mass volume,0.101228915
glucose in blood,2924-9,riboflavin mass volume serum plasma,riboflavin,serum plasma,mass concentration,mass volume,0.10982628
glucose in blood,49038-3,riboflavin mole volume serum plasma,riboflavin,serum plasma,substance concentration,mole volume,0.1022385
glucose in blood,80547-3,rilpivirine mass volume serum plasma,rilpivirine,serum plasma,mass concentration,mass volume,0.08493699
glucose in blood,105041-8,risankizumab mass volume serum plasma,risankizumab,serum plasma,mass concentration,mass volume,0.09458227
glucose in blood,105194-5,risankizumab ab panel serum plasma,risankizumab ab panel,serum plasma,,,0.08449253
glucose in blood,32128-1,risperidone presence serum plasma,risperidone,serum plasma,prthr,presence,0.054918494
glucose in blood,29122-9,ritonavir unit volume serum plasma,ritonavir,serum plasma,amount concentration,unit volume,0.073275514
glucose in blood,100352-4,rosiglitazone presence serum plasma,rosiglitazone,serum plasma,prthr,presence,0.065407865
glucose in blood,5692-9,methanol presence serum plasma,methanol,serum plasma,prthr,presence,0.07836328
glucose in blood,2611-2,methcoproporphyrin mass volume serum plasma,methcoproporphyrin,serum plasma,mass concentration,mass volume,0.10274097
glucose in blood,3789-5,methocarbamol presence serum plasma,methocarbamol,serum plasma,prthr,presence,0.07485885
glucose in blood,3811-7,methyprylon presence serum plasma,methyprylon,serum plasma,prthr,presence,0.07364759
glucose in blood,13567-3,mexiletine presence serum plasma,mexiletine,serum plasma,prthr,presence,0.06568939
glucose in blood,101455-4,mitochondrial metabolite panel serum plasma,mitochondrial metabolite panel,serum plasma,,,0.09047756
glucose in blood,90992-9,monoclonal gammopathy panel serum plasma,monoclonal gammopathy panel,serum plasma,,,0.09207216
glucose in blood,11252-4,scopolamine mass volume serum plasma,scopolamine,serum plasma,mass concentration,mass volume,0.107908376
glucose in blood,13579-8,sertraline presence serum plasma,sertraline,serum plasma,prthr,presence,0.072765715
glucose in blood,42570-2,sodium mass mole volume serum plasma,sodium,serum plasma,mass substance concentration,mass mole volume,0.09881537
glucose in blood,2951-2,sodium mole volume serum plasma,sodium,serum plasma,substance concentration,mole volume,0.10320139
glucose in blood,104312-4,rucaparib mass volume serum plasma,rucaparib,serum plasma,mass concentration,mass volume,0.09835261
glucose in blood,20393-5,sample hemolyzed presence serum plasma qualitative,sample hemolyzed,serum plasma,prthr,presence,0.07195402
glucose in blood,20392-7,sample icteric presence serum plasma qualitative,sample icteric,serum plasma,prthr,presence,0.05740781
glucose in blood,20394-3,sample lipemic presence serum plasma qualitative,sample lipemic,serum plasma,prthr,presence,0.08194202
glucose in blood,2931-4,sarcosine mass volume serum plasma,sarcosine,serum plasma,mass concentration,mass volume,0.10256036
glucose in blood,26613-0,sarcosine mole volume serum plasma,sarcosine,serum plasma,substance concentration,mole volume,0.09682328
glucose in blood,2486-9,somatomedins mass volume serum plasma,somatomedins,serum plasma,mass concentration,mass volume,0.09679517
glucose in blood,12336-4,hydralazine presence serum plasma,hydralazine,serum plasma,prthr,presence,0.06942699
glucose in blood,27160-1,hydrastine presence serum plasma,hydrastine,serum plasma,prthr,presence,0.061998274
glucose in blood,2441-4,hydroxylysine presence serum plasma,hydroxylysine,serum plasma,prthr,presence,0.07857801
glucose in blood,15368-4,hypoglycemics sulfonyluric identifier serum plasma,hypoglycemics sulfonyluric,serum plasma,prid,identifier,0.08968037
glucose in blood,26847-4,haloperidol presence serum plasma,haloperidol,serum plasma,prthr,presence,0.05798032
glucose in blood,79515-3,gentisate mole volume serum plasma,gentisate,serum plasma,substance concentration,mole volume,0.091282845
glucose in blood,74094-4,gliclazide mass volume serum plasma,gliclazide,serum plasma,mass concentration,mass volume,0.122740045
glucose in blood,48325-5,glimepride presence serum plasma,glimepiride,serum plasma,prthr,presence,0.079396896
glucose in blood,48326-3,glipizide presence serum plasma,glipizide,serum plasma,prthr,presence,0.07938129
glucose in blood,74093-6,gliquidone mass volume serum plasma,gliquidone,serum plasma,mass concentration,mass volume,0.11300504
glucose in blood,2338-2,glucagon mass volume serum plasma,glucagon,serum plasma,mass concentration,mass volume,0.13568744
glucose in blood,66734-5,glucagon mass mole volume serum plasma,glucagon,serum plasma,mass substance concentration,mass mole volume,0.1248385
glucose in blood,15073-0,glucagon mole volume serum plasma,glucagon,serum plasma,substance concentration,mole volume,0.12348544
glucose in blood,6777-7,deprecated glucose mass volume serum plasma,glucose,serum plasma,mass concentration,mass volume,0.8127553
glucose in blood,14749-6,glucose mole volume serum plasma,glucose,serum plasma,substance concentration,mole volume,0.8144617
glucose in blood,2364-8,glutamate mass volume serum plasma,glutamate,serum plasma,mass concentration,mass volume,0.12487276
glucose in blood,20642-5,glutamate mole volume serum plasma,glutamate,serum plasma,substance concentration,mole volume,0.10652955
glucose in blood,35133-8,glutarate mass volume serum plasma,glutarate,serum plasma,mass concentration,mass volume,0.1251442
glucose in blood,27301-1,glutarate mole volume serum plasma,glutarate,serum plasma,substance concentration,mole volume,0.1148744
glucose in blood,92937-2,eslicarbazepine mass volume serum plasma,eslicarbazepine,serum plasma,mass concentration,mass volume,0.09144357
glucose in blood,35208-8,estrone e1 mass mole volume serum plasma,estrone,serum plasma,mass substance concentration,mass mole volume,0.08753668
glucose in blood,2263-2,ethanolamine mass volume serum plasma,ethanolamine,serum plasma,mass concentration,mass volume,0.10978581
glucose in blood,26608-0,ethanolamine mole volume serum plasma,ethanolamine,serum plasma,substance concentration,mole volume,0.09248457
glucose in blood,16847-6,ethoheptazine presence serum plasma,ethoheptazine,serum plasma,prthr,presence,0.065075986
glucose in blood,79476-8,ethylmalonate mole volume serum plasma,ethylmalonate,serum plasma,substance concentration,mole volume,0.083359726
glucose in blood,13614-3,etiocholanolone mass volume serum plasma,etiocholanolone,serum plasma,mass concentration,mass volume,0.10655061
glucose in blood,80157-1,etiocholanolone mole volume serum plasma,etiocholanolone,serum plasma,substance concentration,mole volume,0.09032644
glucose in blood,103204-4,external steroid panel serum plasma,external steroid panel,serum plasma,,,0.076022044
glucose in blood,29118-7,indinavir unit volume serum plasma,indinavir,serum plasma,amount concentration,unit volume,0.07464274
glucose in blood,2478-6,inhibin mass volume serum plasma,inhibin,serum plasma,mass concentration,mass volume,0.108054936
glucose in blood,27014-0,inhibin presence serum plasma,inhibin,serum plasma,prthr,presence,0.07160377
glucose in blood,30521-9,inhibin b unit volume serum plasma,inhibin b,serum plasma,amount concentration,unit volume,0.08356182
glucose in blood,39532-7,inhibin b presence serum plasma,inhibin b,serum plasma,prthr,presence,0.070676036
glucose in blood,104314-0,lenvatinib mass volume serum plasma,lenvatinib,serum plasma,mass concentration,mass volume,0.09494074
glucose in blood,104307-4,letrozole mass volume serum plasma,letrozole,serum plasma,mass concentration,mass volume,0.09590943
glucose in blood,12726-6,leucine enkephalin unit volume serum plasma,leucine enkephalin,serum plasma,amount concentration,unit volume,0.11026922
glucose in blood,21368-6,levofloxacin mass volume serum plasma,levofloxacin,serum plasma,mass concentration,mass volume,0.10873319
glucose in blood,79484-2,levulinate mole volume serum plasma,levulinate,serum plasma,substance concentration,mole volume,0.0992253
glucose in blood,100743-4,lipase macromolecular presence serum plasma,lipase macromolecular,serum plasma,prthr,presence,0.08139126
glucose in blood,2576-7,lipoprotein mass volume serum plasma,lipoprotein,serum plasma,mass concentration,mass volume,0.11821706
glucose in blood,42178-4,lipoprotein x presence serum plasma,lipoprotein x,serum plasma,prthr,presence,0.07644136
glucose in blood,3720-0,lithium presence serum plasma,lithium,serum plasma,prthr,presence,0.07133972
glucose in blood,74897-0,lithocholate mole volume serum plasma,lithocholate,serum plasma,substance concentration,mole volume,0.09394186
glucose in blood,79393-5,flavin mononucleotide mole volume serum plasma,flavin mononucleotide,serum plasma,substance concentration,mole volume,0.10500264
glucose in blood,13559-0,flecainide presence serum plasma,flecainide,serum plasma,prthr,presence,0.06786175
glucose in blood,41754-3,fludrocortisone mass volume serum plasma,fludrocortisone,serum plasma,mass concentration,mass volume,0.10004128
glucose in blood,101835-7,fludrocortisone mole volume serum plasma,fludrocortisone,serum plasma,substance concentration,mole volume,0.08668589
glucose in blood,3643-4,fluoxetine presence serum plasma,fluoxetine,serum plasma,prthr,presence,0.076083586
glucose in blood,38899-1,fluphenazine presence serum plasma,fluphenazine,serum plasma,prthr,presence,0.06667245
glucose in blood,3652-5,flurazepam presence serum plasma,flurazepam,serum plasma,prthr,presence,0.06920107
glucose in blood,79445-3,fluspirilene mass volume serum plasma,fluspirilene,serum plasma,mass concentration,mass volume,0.09388219
glucose in blood,13560-8,fluvoxamine presence serum plasma,fluvoxamine,serum plasma,prthr,presence,0.072602786
glucose in blood,15067-2,follitropin unit volume serum plasma,follitropin,serum plasma,amount concentration,unit volume,0.095894374
glucose in blood,27942-2,follitropin mass volume serum plasma,follitropin,serum plasma,mass concentration,mass volume,0.11158291
glucose in blood,2286-3,follitropin mole volume serum plasma,follitropin,serum plasma,substance concentration,mole volume,0.10328724
glucose in blood,79628-4,formiminoglutamate mole volume serum plasma,formiminoglutamate,serum plasma,substance concentration,mole volume,0.096948504
glucose in blood,75081-0,fumarate mole volume serum plasma,fumarate,serum plasma,substance concentration,mole volume,0.09457654
glucose in blood,76487-8,iga mole volume serum plasma,iga,serum plasma,substance concentration,mole volume,0.09762255
glucose in blood,19113-0,ige unit volume serum plasma,ige,serum plasma,amount concentration,unit volume,0.09064375
glucose in blood,77177-4,igg mole volume serum plasma,igg,serum plasma,substance concentration,mole volume,0.0925093
glucose in blood,76491-0,igm mole volume serum plasma,igm,serum plasma,substance concentration,mole volume,0.08650748
glucose in blood,3689-7,imipramine presence serum plasma,imipramine,serum plasma,prthr,presence,0.06749099
glucose in blood,12435-4,naphthalene mass volume serum plasma,naphthalene,serum plasma,mass concentration,mass volume,0.09826468
glucose in blood,12436-2,naphthol mass volume serum plasma,naphthol,serum plasma,mass concentration,mass volume,0.097487174
glucose in blood,49487-2,nateglinide presence serum plasma,nateglinide,serum plasma,prthr,presence,0.06993341
glucose in blood,35259-1,neopterin mass mole volume serum plasma,neopterin,serum plasma,mass substance concentration,mass mole volume,0.09749546
glucose in blood,51986-8,nicardipine presence serum plasma,nicardipine,serum plasma,prthr,presence,0.055198498
glucose in blood,60114-6,paclitaxel mass volume serum plasma,paclitaxel,serum plasma,mass concentration,mass volume,0.0933105
glucose in blood,104308-2,palbociclib mass volume serum plasma,palbociclib,serum plasma,mass concentration,mass volume,0.09689988
glucose in blood,39616-8,deprecated palmitoylcarnitine c16 molecule volume serum plasma,palmitoylcarnitine,serum plasma,substance concentration,molecule volume,0.102795266
glucose in blood,18460-6,palmitoylcarnitine c16 mass volume serum plasma,palmitoylcarnitine c16,serum plasma,mass concentration,mass volume,0.09991391
glucose in blood,30356-0,palmitoylcarnitine c16 mole volume serum plasma,palmitoylcarnitine c16,serum plasma,substance concentration,mole volume,0.08865214
glucose in blood,5709-1,paraquat mass volume serum plasma,paraquat,serum plasma,mass concentration,mass volume,0.09035476
glucose in blood,59070-3,paraquat presence serum plasma,paraquat,serum plasma,prthr,presence,0.051208865
glucose in blood,50893-7,paraquat mole volume serum plasma,paraquat,serum plasma,substance concentration,mole volume,0.07346456
glucose in blood,14865-0,parathyrin interpretation serum plasma,parathyrin,serum plasma,imp,interpretation,0.08066749
glucose in blood,13577-2,paroxetine presence serum plasma,paroxetine,serum plasma,prthr,presence,0.0649833
glucose in blood,75062-0,phenylacetate mole volume serum plasma,phenylacetate,serum plasma,substance concentration,mole volume,0.092086665
glucose in blood,90237-9,phenylacetylcarnitine phec2 mole volume serum plasma,phenylacetylcarnitine phec2,serum plasma,substance concentration,mole volume,0.09873359
glucose in blood,2765-6,phenylalanine mass volume serum plasma,phenylalanine,serum plasma,mass concentration,mass volume,0.108214974
glucose in blood,14875-9,phenylalanine mole volume serum plasma,phenylalanine,serum plasma,substance concentration,mole volume,0.08911712
glucose in blood,20653-2,deprecated phenylalanine molecule volume serum plasma,phenylalanine,serum plasma,substance concentration,molecule volume,0.08842449
glucose in blood,72437-7,phenyllactate mole volume serum plasma,phenyllactate,serum plasma,substance concentration,mole volume,0.097495735
glucose in blood,72436-9,phenylpyruvate mole volume serum plasma,phenylpyruvate,serum plasma,substance concentration,mole volume,0.095743455
glucose in blood,2789-6,phosphoethanolamine mass volume serum plasma,phosphoethanolamine,serum plasma,mass concentration,mass volume,0.1064075
glucose in blood,26612-2,phosphoethanolamine mole volume serum plasma,phosphoethanolamine,serum plasma,substance concentration,mole volume,0.09582931
glucose in blood,2568-4,phospholipid mass volume serum plasma,phospholipid,serum plasma,mass concentration,mass volume,0.122024976
glucose in blood,2801-9,deprecated phospholipid mass volume serum plasma,phospholipid,serum plasma,mass concentration,mass volume,0.1072949
glucose in blood,15089-6,phospholipid mole volume serum plasma,phospholipid,serum plasma,substance concentration,mole volume,0.11113328
glucose in blood,2815-9,porphyrin mass volume serum plasma,porphyrin,serum plasma,mass concentration,mass volume,0.10097378
glucose in blood,33311-2,porphyrin mole volume serum plasma,porphyrin,serum plasma,substance concentration,mole volume,0.08337962
glucose in blood,27882-0,proinsulin mole volume serum plasma,proinsulin,serum plasma,substance concentration,mole volume,0.10506301
glucose in blood,14191-1,prazosin mass volume serum plasma,prazosin,serum plasma,mass concentration,mass volume,0.102687724
glucose in blood,77192-3,prealbumin mole volume serum plasma,prealbumin,serum plasma,substance concentration,mole volume,0.08862458
glucose in blood,104106-0,pregabalin presence serum plasma,pregabalin,serum plasma,prthr,presence,0.07856199
glucose in blood,32331-1,myoglobin presence serum plasma,myoglobin,serum plasma,prthr,presence,0.0869967
glucose in blood,33959-8,procalcitonin mass volume serum plasma,procalcitonin,serum plasma,mass concentration,mass volume,0.102956675
glucose in blood,18438-2,propionylcarnitine c3 mass volume serum plasma,propionylcarnitine c3,serum plasma,mass concentration,mass volume,0.09907355
glucose in blood,30551-6,propionylcarnitine c3 mole volume serum plasma,propionylcarnitine c3,serum plasma,substance concentration,mole volume,0.085463084
glucose in blood,3991-7,propranolol presence serum plasma,propranolol,serum plasma,prthr,presence,0.0647524
glucose in blood,14890-8,progesterone mole volume serum plasma,progesterone,serum plasma,substance concentration,mole volume,0.096465155
glucose in blood,2885-2,protein mass volume serum plasma,protein,serum plasma,mass concentration,mass volume,0.12702757
glucose in blood,104267-0,protein glycosylated presence serum plasma,protein glycosylated,serum plasma,prthr,presence,0.08989663
glucose in blood,4000-6,protriptyline presence serum plasma,protriptyline,serum plasma,prthr,presence,0.07165184
glucose in blood,60143-5,pendimethalin mass volume serum plasma,pendimethalin,serum plasma,mass concentration,mass volume,0.08876645
glucose in blood,12338-0,pentachlorophenol presence serum plasma,pentachlorophenol,serum plasma,prthr,presence,0.06760191
glucose in blood,48366-9,pentadecanoate mole volume serum plasma,pentadecanoate,serum plasma,substance concentration,mole volume,0.08604824
glucose in blood,60146-8,pentane mass volume serum plasma,pentane,serum plasma,mass concentration,mass volume,0.090866975
glucose in blood,2739-1,pepsinogen mass volume serum plasma,pepsinogen,serum plasma,mass concentration,mass volume,0.12686734
glucose in blood,49858-4,peptide yy mass volume serum plasma,peptide yy,serum plasma,mass concentration,mass volume,0.116029575
glucose in blood,26846-6,perphenazine presence serum plasma,perphenazine,serum plasma,prthr,presence,0.062441904
glucose in blood,50357-3,phenolphthalein presence serum plasma,phenolphthalein,serum plasma,prthr,presence,0.07059923
glucose in blood,58793-1,phytonadione mole volume serum plasma,phytonadione,serum plasma,substance concentration,mole volume,0.088048205
glucose in blood,79519-5,pimelate mole volume serum plasma,pimelate,serum plasma,substance concentration,mole volume,0.085751176
glucose in blood,12410-7,pimozide mass volume serum plasma,pimozide,serum plasma,mass concentration,mass volume,0.09887311
glucose in blood,100351-6,pioglitazone presence serum plasma,pioglitazone,serum plasma,prthr,presence,0.06813692
glucose in blood,2806-8,pipecolate mass volume serum plasma,pipecolate,serum plasma,mass concentration,mass volume,0.10292325
glucose in blood,32334-5,pipecolate mole volume serum plasma,pipecolate,serum plasma,substance concentration,mole volume,0.09088086
glucose in blood,10549-4,pirmenol mass volume serum plasma,pirmenol,serum plasma,mass concentration,mass volume,0.09549964
glucose in blood,104551-7,ovarian malignancy rom panel serum plasma,ovarian malignancy rom panel,serum plasma,,,0.075449325
glucose in blood,2718-5,oxytocin mass volume serum plasma,oxytocin,serum plasma,mass concentration,mass volume,0.11557192
glucose in blood,80155-5,soluble cd27 unit volume serum plasma,soluble cd27,serum plasma,amount concentration,unit volume,0.084632464
glucose in blood,5736-4,strontium mass volume serum plasma,strontium,serum plasma,mass concentration,mass volume,0.09331285
glucose in blood,17659-4,strychnine unit volume serum plasma,strychnine,serum plasma,amount concentration,unit volume,0.0903223
glucose in blood,29124-5,stavudine unit volume serum plasma,stavudine,serum plasma,amount concentration,unit volume,0.08311267
glucose in blood,30560-7,stearoylcarnitine c18 mole volume serum plasma,stearoylcarnitine c18,serum plasma,substance concentration,mole volume,0.090711504
glucose in blood,74887-1,stigmastanol mole volume serum plasma,stigmastanol,serum plasma,substance concentration,mole volume,0.084646896
glucose in blood,75073-7,suberate mole volume serum plasma,suberate,serum plasma,substance concentration,mole volume,0.090847775
glucose in blood,35871-3,succinate mole volume serum plasma,succinate,serum plasma,substance concentration,mole volume,0.09541579
glucose in blood,75079-4,succinylacetone mole volume serum plasma,succinylacetone,serum plasma,substance concentration,mole volume,0.08691154
glucose in blood,75145-3,succinyladenosine mole volume serum plasma,succinyladenosine,serum plasma,substance concentration,mole volume,0.0880127
glucose in blood,60176-5,sulfamethizole mass volume serum plasma,sulfamethizole,serum plasma,mass concentration,mass volume,0.099707395
glucose in blood,20974-2,sulfate mass volume serum plasma,sulfate,serum plasma,mass concentration,mass volume,0.11858685
glucose in blood,47939-4,sulfocysteine mole volume serum plasma,sulfocysteine,serum plasma,substance concentration,mole volume,0.093429096
glucose in blood,15374-2,sulfonylurea presence serum plasma,sulfonylurea,serum plasma,prthr,presence,0.06745707
glucose in blood,104315-7,sunitinib mass volume serum plasma,sunitinib,serum plasma,mass concentration,mass volume,0.092695855
glucose in blood,101828-2,synthetic glucocorticoid panel serum plasma,synthetic glucocorticoid panel,serum plasma,,,0.0981599
glucose in blood,103139-2,systemic lupus ab panel serum plasma,systemic lupus ab panel,serum plasma,,,0.09020253
glucose in blood,13580-6,temazepam presence serum plasma,temazepam,serum plasma,prthr,presence,0.06309861
glucose in blood,106865-9,tilidine mass volume serum plasma,tilidine,serum plasma,mass concentration,mass volume,0.09893127
glucose in blood,104107-8,tramadol presence serum plasma,tramadol,serum plasma,prthr,presence,0.062311985
glucose in blood,22674-6,transferrin mole volume serum plasma,transferrin,serum plasma,substance concentration,mole volume,0.08937979
glucose in blood,3002-3,thiocyanate mass volume serum plasma,thiocyanate,serum plasma,mass concentration,mass volume,0.09818988
glucose in blood,3003-1,thiocyanate presence serum plasma,thiocyanate,serum plasma,prthr,presence,0.06404078
glucose in blood,14916-1,thiocyanate mole volume serum plasma,thiocyanate,serum plasma,substance concentration,mole volume,0.091662034
glucose in blood,12707-6,thorium mass volume serum plasma,thorium,serum plasma,mass concentration,mass volume,0.08519358
glucose in blood,47791-9,tocopherol mass volume serum plasma,tocopherol,serum plasma,mass concentration,mass volume,0.10034905
glucose in blood,29747-3,tocopherol mole volume serum plasma,tocopherol,serum plasma,substance concentration,mole volume,0.0826526
glucose in blood,21566-5,tolazamide presence serum plasma,tolazamide,serum plasma,prthr,presence,0.065557055
glucose in blood,21567-3,tolbutamide presence serum plasma,tolbutamide,serum plasma,prthr,presence,0.06855762
glucose in blood,53803-3,transferrin carbohydrate deficient panel serum plasma,transferrin carbohydrate deficient panel,serum plasma,,,0.09769618
glucose in blood,50025-6,volatile panel serum plasma,volatile panel,serum plasma,,,0.075506516
glucose in blood,17751-9,tryptamine mass volume serum plasma,tryptamine,serum plasma,mass concentration,mass volume,0.10645026
glucose in blood,41870-7,tryptase mature enzymatic activity volume serum plasma,tryptase mature,serum plasma,cell concentration,enzymatic activity volume,0.10462179
glucose in blood,27334-2,tryptophan unit volume serum plasma,tryptophan,serum plasma,amount concentration,unit volume,0.09801148
glucose in blood,3070-0,tryptophan mass volume serum plasma,tryptophan,serum plasma,mass concentration,mass volume,0.1209417
glucose in blood,20659-9,tryptophan mole volume serum plasma,tryptophan,serum plasma,substance concentration,mole volume,0.10212688
glucose in blood,20660-7,tyrosine mole volume serum plasma,tyrosine,serum plasma,substance concentration,mole volume,0.08958236
glucose in blood,3084-1,urate mass volume serum plasma,urate,serum plasma,mass concentration,mass volume,0.109486185
glucose in blood,14933-6,urate mole volume serum plasma,urate,serum plasma,substance concentration,mole volume,0.09072981
glucose in blood,42571-0,urea mass mole volume serum plasma,urea,serum plasma,mass substance concentration,mass mole volume,0.09530377
glucose in blood,60197-1,triclopyr mass volume serum plasma,triclopyr,serum plasma,mass concentration,mass volume,0.08584062
glucose in blood,45146-8,triflupromazine presence serum plasma,triflupromazine,serum plasma,prthr,presence,0.06546229
glucose in blood,90979-6,vortioxetine mass volume serum plasma,vortioxetine,serum plasma,mass concentration,mass volume,0.105645604
glucose in blood,3060-1,trypsin enzymatic activity volume serum plasma,trypsin,serum plasma,cell concentration,enzymatic activity volume,0.110435404
glucose in blood,3064-3,trypsin trypsinogen mass volume serum plasma,trypsin trypsinogen,serum plasma,mass concentration,mass volume,0.108867675
glucose in blood,60539-4,tryptase beta mass volume serum plasma,tryptase beta,serum plasma,mass concentration,mass volume,0.10902142
glucose in blood,12483-4,tungsten presence serum plasma,tungsten,serum plasma,prthr,presence,0.059048545
glucose in blood,51987-6,coenzyme q10 presence serum plasma,ubiquinone 10,serum plasma,prthr,presence,0.0676649
glucose in blood,55159-8,ursodeoxycholate mole volume serum plasma,ursodeoxycholate,serum plasma,substance concentration,mole volume,0.09062365
glucose in blood,75076-0,vanillate mole volume serum plasma,vanillate,serum plasma,substance concentration,mole volume,0.08499321
glucose in blood,13588-9,venlafaxine presence serum plasma,venlafaxine,serum plasma,prthr,presence,0.06440347
glucose in blood,29125-2,zalcitabine unit volume serum plasma,zalcitabine,serum plasma,amount concentration,unit volume,0.087015346
glucose in blood,27032-2,zirconium mass volume serum plasma,zirconium,serum plasma,mass concentration,mass volume,0.09038273
glucose in blood,40937-5,zinc presence serum plasma,zinc,serum plasma,prthr,presence,0.07048382
glucose in blood,53835-5,1 5 anhydroglucitol mass volume serum plasma,1 5 anhydroglucitol,serum plasma,mass concentration,mass volume,0.119562246
glucose in blood,1656-8,11 deoxycorticosterone mass volume serum plasma,11 deoxycorticosterone,serum plasma,mass concentration,mass volume,0.11312177
glucose in blood,25561-2,11 deoxycorticosterone mole volume serum plasma,11 deoxycorticosterone,serum plasma,substance concentration,mole volume,0.10123168
glucose in blood,1657-6,11 deoxycortisol mass volume serum plasma,11 deoxycortisol,serum plasma,mass concentration,mass volume,0.10615554
glucose in blood,14567-2,11 deoxycortisol mole volume serum plasma,11 deoxycortisol,serum plasma,substance concentration,mole volume,0.08820112
glucose in blood,81323-8,urine collection associated observation panel 24 hour urine,urine collection associated observation panel,urine,,,0.11552592
glucose in blood,80334-6,urine collection device,urine collection device,urine,type,,0.113855906
glucose in blood,98126-6,zimnitsky urine concentration panel urine,zimnitsky urine concentration panel,urine,,,0.11930759
glucose in blood,106965-7,human urine marker assessment presence urine confirmatory method,human urine marker assessment,urine,prthr,presence,0.09226355
glucose in blood,11279-7,urine sediment comment light microscopy narrative,urine sediment comment,urine sed,find,,0.1141786
glucose in blood,105099-6,yeast presence urine sediment,yeast,urine sed,prthr,presence,0.09771075
glucose in blood,79539-3,hedis 2016 2018 value set urine protein test,hedis 2016 2018 value set urine protein test,patient,,,0.09817137
glucose in blood,90989-5,hedis 2019 value set urine protein test,hedis 2019 value set urine protein test,patient,,,0.09853564
glucose in blood,94142-7,hedis 2020 value set urine protein test,hedis 2020 value set urine protein test,patient,,,0.09533775
glucose in blood,79549-2,urine output measured nephrostomy,fluid output urine nephrostomy,urinary tract,vol,,0.13856444
glucose in blood,105893-2,crystal area urine sediment,crystal,urine sed,naric,area,0.09588574
glucose in blood,105908-8,bacteria area urine sediment,bacteria,urine sed,naric,area,0.10021098
glucose in blood,88978-2,fat presence urine sediment,fat,urine sed,prthr,presence,0.095089786
glucose in blood,105894-0,cast area urine sediment,cast,urine sed,naric,area,0.09828664
glucose in blood,105895-7,cast presence urine sediment,cast,urine sed,prthr,presence,0.08554901
glucose in blood,58441-7,element urine sediment,element,urine sed,,,0.09039455
glucose in blood,58435-9,microorganism panel urine sediment,microorganism panel,urine sed,,,0.10076491
glucose in blood,105098-8,yeast area urine sediment,yeast,urine sed,naric,area,0.106526375
glucose in blood,65634-8,creatinine 24 hour urine panel 24 hour urine,creatinine 24 hour urine panel,urine,,,0.113376565
glucose in blood,96067-4,hedis 2020 value set urine protein test,hedis measurement year 2020 value set urine protein test,patient,,,0.099210165
glucose in blood,9193-4,urine output appearance,fluid output urine,urinary tract,aper,appearance,0.11442476
glucose in blood,58432-6,cast panel urine sediment,cast panel,urine sed,,,0.09588622
glucose in blood,105106-9,mucus area urine sediment,mucus,urine sed,naric,area,0.09496401
glucose in blood,88979-0,mucus presence urine sediment,mucus,urine sed,prthr,presence,0.0873399
glucose in blood,105101-0,hyaline cast presence urine sediment,hyaline cast,urine sed,prthr,presence,0.08989158
glucose in blood,24365-9,urinalysis microscopic panel urine sediment,urinalysis microscopic panel,urine sed,,,0.11633037
glucose in blood,9187-6,urine output,fluid output urine,urinary tract,vol,,0.11903014
glucose in blood,9195-9,urine output urethral catheter,fluid output urine urethral catheter,urinary tract,vol,,0.11921076
glucose in blood,105054-1,crystal type urine sediment microscopy,crystal,urine sed,prid,type,0.09734551
glucose in blood,58433-4,crystal panel urine sediment,crystal panel,urine sed,,,0.09517219
glucose in blood,105111-9,crystal amorphous presence urine sediment,crystal amorphous,urine sed,prthr,presence,0.09139425
glucose in blood,88972-5,broad cast area urine sediment,broad cast,urine sed,naric,area,0.09165091
glucose in blood,105051-7,bacteria area urine sediment microscopy,bacteria,urine sed,naric,area,0.10988755
glucose in blood,105052-5,bacteria presence urine sediment microscopy,bacteria,urine sed,prthr,presence,0.10077134
