Query,LOINC Code,Name,Component,System,Property,Measurement,Normalized_Score
glucose in blood,19887-9,carbon dioxide partial pressure blood postductal,carbon dioxide,blood postductal,ppres,partial pressure,0.18611956
glucose in blood,2019-8,carbon dioxide partial pressure arterial blood,carbon dioxide,blood group a,ppres,partial pressure,0.18514417
glucose in blood,2020-6,carbon dioxide partial pressure capillary blood,carbon dioxide,bldc,ppres,partial pressure,0.07784008
glucose in blood,2021-4,carbon dioxide partial pressure venous blood,carbon dioxide,blood group v,ppres,partial pressure,0.18110515
glucose in blood,2033-9,carbonate mass volume arterial blood,carbonate,blood group a,mass concentration,mass volume,0.1900038
glucose in blood,2034-7,carbonate mass volume venous blood,carbonate,blood group v,mass concentration,mass volume,0.18530545
glucose in blood,59154-5,base deficit cord blood,base deficit,coord blood,substance concentration,,0.16857168
glucose in blood,1852-3,androstenedione mass volume capillary blood,androstenedione,bldc,mass concentration,mass volume,0.08135514
glucose in blood,93684-9,ammonia mole volume arterial blood,ammonia,blood group a,substance concentration,mole volume,0.18054831
glucose in blood,32590-2,granulocyte unit available,granulocyte unit available,blood product unit,num,,0.1593833
glucose in blood,100847-3,gas ammonia panel arterial blood,gas ammonia panel,blood group a,,,0.16799054
glucose in blood,51974-4,gas panel arterial cord blood,gas panel,bldcoa,,,0.06245558
glucose in blood,51972-8,gas panel venous cord blood,gas panel,bldcov,,,0.06026982
glucose in blood,51973-6,gas panel mixed venous blood,gas panel,bldmv,,,0.058926016
glucose in blood,80143-1,atazanavir mass volume cord blood,atazanavir,coord blood,mass concentration,mass volume,0.17300667
glucose in blood,19988-5,oxygen partial pressure blood postductal,oxygen,blood postductal,ppres,partial pressure,0.18386404
glucose in blood,47277-9,erythrocyte distwidth red blood cell cord blood,observation,red blood cells coord blood,distwidth,distwidth,0.16795331
glucose in blood,51590-8,chloride mole volume capillary blood,chloride,bldc,substance concentration,mole volume,0.07133378
glucose in blood,55870-0,choriogonadotropin unit volume cord blood,choriogonadotropin,coord blood,amount concentration,unit volume,0.16352737
glucose in blood,95822-3,mean blood pressure anesthesia,intravascular mean anesthesia,arterial system,pres,,0.08931493
glucose in blood,48820-5,karyotype identifier cord blood nominal,karyotype,coord blood,prid,identifier,0.15377048
glucose in blood,57721-3,reason lab test dried blood spot,reason lab test,blood dot,type,,0.14495112
glucose in blood,34994-4,smear morphology panel blood,smear morphology panel,blood,,,0.23991865
glucose in blood,39792-7,sodium mole volume capillary blood,sodium,bldc,substance concentration,mole volume,0.07341814
glucose in blood,72326-2,arterial blood functional shunt volume,functional shunt volume,blood group a,vfr,,0.15227741
glucose in blood,56122-5,igg mass volume cord blood,igg,coord blood,mass concentration,mass volume,0.1895183
glucose in blood,50992-7,igm mass volume cord blood,igm,coord blood,mass concentration,mass volume,0.18581593
glucose in blood,60983-4,aorta mean blood pressure,intravascular mean,aorta,pres,,0.0766148
glucose in blood,8478-0,mean blood pressure,intravascular mean,arterial system,pres,,0.08513107
glucose in blood,76214-6,invasive mean blood pressure,intravascular mean,arterial system,pres,,0.07972483
glucose in blood,54424-7,plateletpheresis half unit given,plateletpheresis half unit given,blood product unit,num,,0.15465255
glucose in blood,76523-0,plethysmogram arterial blood pulse oximetry,plethysmogram,blood group a,afr,,0.16049406
glucose in blood,32713-0,potassium mole volume arterial blood,potassium,blood group a,substance concentration,mole volume,0.1833988
glucose in blood,39790-1,potassium mole volume capillary blood,potassium,bldc,substance concentration,mole volume,0.075290605
glucose in blood,39789-3,potassium mole volume venous blood,potassium,blood group v,substance concentration,mole volume,0.18049651
glucose in blood,33467-2,prealbumin mass volume cord blood,prealbumin,coord blood,mass concentration,mass volume,0.1828251
glucose in blood,33913-5,ph capillary blood fetus,ph,bldc fetus,lscnc,,0.045285232
glucose in blood,14864-3,oxygen partial pressure cord blood,oxygen,coord blood,ppres,partial pressure,0.18238169
glucose in blood,66206-4,time consuming dextrose solution administering second blood draw phenx,time consuming dextrose solution administering second blood draw,patient,time,phenx,0.06287483
glucose in blood,76522-2,transmission arterial blood pulse oximetry,transmission,blood group a,afr,,0.16396761
glucose in blood,59570-2,urea nitrogen mole volume blood,urea nitrogen,blood,substance concentration,mole volume,0.265473
glucose in blood,826-8,au sup ag presence red blood cell,little u super little ag,red blood cells,prthr,presence,0.15623216
glucose in blood,10384-6,deprecated b variant no ag presence red blood cell,b variant no ag,red blood cells,prthr,presence,0.1496791
glucose in blood,54417-1,abo blood group rh group type blood fetus,abo blood group rh group,blood fetus,type,type,0.16946785
glucose in blood,19057-9,abo blood group rh group type blood newborn,abo blood group rh group,blood newborn,type,type,0.17126979
glucose in blood,34530-6,abo blood group rh group panel blood,abo blood group rh group panel,blood,,,0.26550618
glucose in blood,93906-6,abo blood group rh group type blood infancy,abo blood group rh group infancy,blood,type,type,0.25796568
glucose in blood,71669-6,blast leukocyte pure number fraction blood manual count,blast leukocyte,blood,nfr df,pure number fraction,0.2526371
glucose in blood,85485-1,bg sup b ag presence red blood cell,b little g super little b ag,red blood cells,prthr,presence,0.16154142
glucose in blood,706-2,basophil leukocyte blood automated count,basophil leukocyte,blood,nfr,,0.26016963
glucose in blood,74462-3,basophil leukocyte blood fetus,basophil leukocyte,blood fetus,nfr,,0.17620015
glucose in blood,1009-0,deprecated direct antiglobulin test poly specific reagent presence red blood cell,direct antiglobulin test poly specific reagent,red blood cells,amount concentration,presence,0.17377155
glucose in blood,714-6,eosinophil leukocyte blood manual count,eosinophil leukocyte,blood,nfr,,0.24992847
glucose in blood,24361-8,deprecated hemogram platelet differential panel blood,hemogram platelet differential panel,blood,,,0.249378
glucose in blood,19023-1,granulocyte leukocyte blood automated count,granulocyte leukocyte,blood,nfr,,0.26291463
glucose in blood,24344-4,gas carbon monoxide panel venous blood,gas co panel,blood group v,,,0.17155719
glucose in blood,783-1,promyelocytes leukocyte blood manual count,promyelocytes leukocyte,blood,nfr,,0.26880422
glucose in blood,33857-4,sezary cell leukocyte blood manual count,sezary cell leukocyte,blood,nfr,,0.25412768
glucose in blood,14912-0,smudge cell leukocyte blood manual count,smudge cell leukocyte,blood,nfr,,0.26097226
glucose in blood,51586-6,cell leukocyte blood manual count,cell leukocyte,blood,nfr,,0.25771993
glucose in blood,24104-2,lymphoma cell leukocyte blood manual count,lymphoma cell leukocyte,blood,nfr,,0.25567245
glucose in blood,33837-6,malignant cell leukocyte blood manual count,malignant cell leukocyte,blood,nfr,,0.25209185
glucose in blood,51384-6,mononuclear cell leukocyte blood manual count,mononuclear cell leukocyte,blood,nfr,,0.2579922
glucose in blood,71664-7,smudge cell leukocyte pure number fraction blood manual count,smudge cell leukocyte,blood,nfr df,pure number fraction,0.25529182
glucose in blood,79426-3,plasma cell leukocyte blood manual count,plasma cell leukocyte,blood,nfr,,0.26811132
glucose in blood,44095-8,unidentified cell leukocyte blood manual count,unidentified cell leukocyte,blood,nfr,,0.2606246
glucose in blood,44096-6,unidentified cell leukocyte blood automated count,unidentified cell leukocyte,blood,nfr,,0.2608362
glucose in blood,58409-4,cell leukocyte blood automated count,cell leukocyte,blood,nfr,,0.25823733
glucose in blood,24106-7,hairy cell leukocyte blood manual count,hairy cell leukocyte,blood,nfr,,0.25613135
glucose in blood,69003-2,mononuclear cell atypical leukocyte blood manual count,mononuclear cell atypical leukocyte,blood,nfr,,0.25897363
glucose in blood,55377-6,mononuclear cell immature leukocyte blood manual count,mononuclear cell immature leukocyte,blood,nfr,,0.25524306
glucose in blood,40650-4,mesothelial cell leukocyte blood manual count,mesothelial cell leukocyte,blood,nfr,,0.26097274
glucose in blood,17788-1,large unstained cell leukocyte blood automated count,large unstained cell leukocyte,blood,nfr,,0.2575887
glucose in blood,74814-5,plasma cell centroblasts leukocyte blood manual count,plasma cell centroblasts leukocyte,blood,nfr,,0.25653672
glucose in blood,74820-2,plasma cell centrocytes leukocyte blood manual count,plasma cell centrocytes leukocyte,blood,nfr,,0.25176033
glucose in blood,51927-2,cell leukocyte bronchial specimen manual count,cell leukocyte,bronchial,nfr,,0.061322503
glucose in blood,75375-6,cell leukocyte sputum manual count,cell leukocyte,sputum,nfr,,0.073991485
glucose in blood,95223-4,mononuclear cell leukocyte stem cell product manual count,mononuclear cell leukocyte,stem cell product,nfr,,0.072365604
glucose in blood,14385-9,mononuclear cell leukocyte gastric fluid manual count,mononuclear cell leukocyte,gast fluid,nfr,,0.084477544
glucose in blood,14381-8,mononuclear cell leukocyte peritoneal fluid manual count,mononuclear cell leukocyte,periton fluid,nfr,,0.07513071
glucose in blood,14380-0,mononuclear cell leukocyte pleural fluid manual count,mononuclear cell leukocyte,plr fluid,nfr,,0.07327669
glucose in blood,14383-4,mononuclear cell leukocyte semen manual count,mononuclear cell leukocyte,semen,nfr,,0.07428503
glucose in blood,40526-6,plasma cell leukocyte pericardial fluid manual count,plasma cell leukocyte,pericard fluid,nfr,,0.08023035
glucose in blood,40518-3,plasma cell leukocyte peritoneal fluid manual count,plasma cell leukocyte,periton fluid,nfr,,0.08512575
glucose in blood,40522-5,plasma cell leukocyte pleural fluid manual count,plasma cell leukocyte,plr fluid,nfr,,0.08207449
glucose in blood,74236-1,unidentified cell leukocyte pericardial fluid manual count,unidentified cell leukocyte,pericard fluid,nfr,,0.07211039
glucose in blood,74458-1,large unstained cell leukocyte blood fetus automated count,large unstained cell leukocyte,blood fetus,nfr,,0.16848293
glucose in blood,95227-5,cell leukocyte stem cell product manual count,cell leukocyte,stem cell product,nfr,,0.07409364
glucose in blood,91551-2,cell leukocyte dialysis fluid manual count,cell leukocyte,dial fluid,nfr,,0.089083135
glucose in blood,75352-5,cell leukocyte pericardial fluid manual count,cell leukocyte,pericard fluid,nfr,,0.076354615
glucose in blood,75350-9,cell leukocyte peritoneal fluid manual count,cell leukocyte,periton fluid,nfr,,0.08211137
glucose in blood,75356-6,cell leukocyte pleural fluid manual count,cell leukocyte,plr fluid,nfr,,0.07724553
glucose in blood,103744-9,cell leukocyte bronchoalveolar lavage manual count,cell leukocyte,bal,nfr,,0.07560853
glucose in blood,14384-2,mononuclear cell leukocyte urine sediment manual count,mononuclear cell leukocyte,urine sed,nfr,,0.071709305
glucose in blood,51622-9,mesothelial cell leukocyte dialysis fluid manual count,mesothelial cell leukocyte,dial fluid,nfr,,0.07694011
glucose in blood,14828-8,mesothelial cell leukocyte pericardial fluid manual count,mesothelial cell leukocyte,pericard fluid,nfr,,0.07629915
glucose in blood,14830-4,mesothelial cell leukocyte peritoneal fluid manual count,mesothelial cell leukocyte,periton fluid,nfr,,0.08107237
glucose in blood,14829-6,mesothelial cell leukocyte pleural fluid manual count,mesothelial cell leukocyte,plr fluid,nfr,,0.07972124
glucose in blood,68418-3,mesothelial cell leukocyte vitreous fluid manual count,mesothelial cell leukocyte,vitr fluid,nfr,,0.079088844
glucose in blood,71599-5,mesothelial cell leukocyte pure number fraction pericardial fluid manual count,mesothelial cell leukocyte,pericard fluid,nfr df,pure number fraction,0.078168504
glucose in blood,13526-9,nonhematic cell leukocyte body fluid manual count,nonhematic cell leukocyte,body fluid,nfr,,0.08622872
glucose in blood,13525-1,nonhematic cell leukocyte cerebral spinal fluid manual count,nonhematic cell leukocyte,cerebrospinal fluid,nfr,,0.07197785
glucose in blood,9305-4,mononuclear cell leukocyte body fluid manual count,mononuclear cell leukocyte,body fluid,nfr,,0.083407246
glucose in blood,12236-6,mononuclear cell leukocyte cerebral spinal fluid manual count,mononuclear cell leukocyte,cerebrospinal fluid,nfr,,0.07232388
glucose in blood,70037-7,mononuclear cell leukocyte pericardial fluid automated count,mononuclear cell leukocyte,pericard fluid,nfr,,0.07088469
glucose in blood,70038-5,mononuclear cell leukocyte peritoneal fluid automated count,mononuclear cell leukocyte,periton fluid,nfr,,0.0734562
glucose in blood,70066-6,mononuclear cell leukocyte pleural fluid automated count,mononuclear cell leukocyte,plr fluid,nfr,,0.071811326
glucose in blood,66148-8,mononuclear cell leukocyte pleural fluid fetus manual count,mononuclear cell leukocyte,plr fluid fetus,nfr,,0.072803915
glucose in blood,14382-6,mononuclear cell leukocyte synovial fluid manual count,mononuclear cell leukocyte,synv fluid,nfr,,0.06480676
glucose in blood,71629-0,mononuclear cell leukocyte pure number fraction peritoneal fluid manual count,mononuclear cell leukocyte,periton fluid,nfr df,pure number fraction,0.08104474
glucose in blood,71610-0,mononuclear cell leukocyte pure number fraction pleural fluid manual count,mononuclear cell leukocyte,plr fluid,nfr df,pure number fraction,0.07745143
glucose in blood,40670-2,smudge cell leukocyte body fluid manual count,smudge cell leukocyte,body fluid,nfr,,0.079050586
glucose in blood,51386-1,plasma cell leukocyte body fluid manual count,plasma cell leukocyte,body fluid,nfr,,0.08983177
glucose in blood,51385-3,plasma cell leukocyte cerebral spinal fluid manual count,plasma cell leukocyte,cerebrospinal fluid,nfr,,0.0772378
glucose in blood,13528-5,unidentified cell leukocyte body fluid manual count,unidentified cell leukocyte,body fluid,nfr,,0.08306446
glucose in blood,13527-7,unidentified cell leukocyte cerebral spinal fluid manual count,unidentified cell leukocyte,cerebrospinal fluid,nfr,,0.07102815
glucose in blood,75353-3,cell leukocyte body fluid manual count,cell leukocyte,body fluid,nfr,,0.08761604
glucose in blood,75374-9,cell leukocyte cerebral spinal fluid manual count,cell leukocyte,cerebrospinal fluid,nfr,,0.075770564
glucose in blood,75355-8,cell leukocyte synovial fluid manual count,cell leukocyte,synv fluid,nfr,,0.068476394
glucose in blood,51648-4,monocytoid cell leukocyte cerebral spinal fluid manual count,monocytoid cell leukocyte,cerebrospinal fluid,nfr,,0.06350135
glucose in blood,55437-8,neoplastic cell leukocyte cerebral spinal fluid manual count,neoplastic cell leukocyte,cerebrospinal fluid,nfr,,0.06415081
glucose in blood,13355-3,unspecified cell leukocyte body fluid manual count,unspecified cell leukocyte,body fluid,nfr,,0.08539471
glucose in blood,71637-3,unspecified cell leukocyte pure number fraction body fluid manual count,unspecified cell leukocyte,body fluid,nfr df,pure number fraction,0.08702018
glucose in blood,12234-1,mesothelial cell leukocyte body fluid manual count,mesothelial cell leukocyte,body fluid,nfr,,0.0864382
glucose in blood,12233-3,mesothelial cell leukocyte cerebral spinal fluid manual count,mesothelial cell leukocyte,cerebrospinal fluid,nfr,,0.07453637
glucose in blood,57850-0,mesothelial cell leukocyte synovial fluid manual count,mesothelial cell leukocyte,synv fluid,nfr,,0.071612194
glucose in blood,71626-6,mesothelial cell leukocyte pure number fraction peritoneal fluid manual count,mesothelial cell leukocyte,periton fluid,nfr df,pure number fraction,0.082038924
glucose in blood,71607-6,mesothelial cell leukocyte pure number fraction pleural fluid manual count,mesothelial cell leukocyte,plr fluid,nfr df,pure number fraction,0.07833379
glucose in blood,71697-7,mononuclear cell leukocyte body fluid automated count,mononuclear cell leukocyte,body fluid,nfr,,0.080118254
glucose in blood,70042-7,mononuclear cell leukocyte synovial fluid automated count,mononuclear cell leukocyte,synv fluid,nfr,,0.065093674
glucose in blood,71619-1,mononuclear cell leukocyte pure number fraction synovial fluid manual count,mononuclear cell leukocyte,synv fluid,nfr df,pure number fraction,0.069036335
glucose in blood,40492-1,plasma cell leukocyte synovial fluid manual count,plasma cell leukocyte,synv fluid,nfr,,0.07021493
glucose in blood,71636-5,plasma cell leukocyte pure number fraction body fluid manual count,plasma cell leukocyte,body fluid,nfr df,pure number fraction,0.0912385
glucose in blood,71652-2,plasma cell leukocyte pure number fraction cerebral spinal fluid manual count,plasma cell leukocyte,cerebrospinal fluid,nfr df,pure number fraction,0.0810187
glucose in blood,71638-1,unidentified cell leukocyte pure number fraction body fluid manual count,unidentified cell leukocyte,body fluid,nfr df,pure number fraction,0.08348986
glucose in blood,71663-9,plasma cell leukocyte pure number fraction blood,plasma cell leukocyte,blood,nfr df,pure number fraction,0.2699315
glucose in blood,77355-6,non hematopoietic stem cell leukocyte body fluid manual count,non hematopoietic stem cell leukocyte,body fluid,nfr,,0.08118385
glucose in blood,77356-4,non hematopoietic stem cell leukocyte cerebral spinal fluid manual count,non hematopoietic stem cell leukocyte,cerebrospinal fluid,nfr,,0.06877125
glucose in blood,66133-0,mononuclear cell atypical leukocyte body fluid manual count,mononuclear cell atypical leukocyte,body fluid,nfr,,0.084055394
glucose in blood,70126-8,leukocyte volume corrected nucleated erythrocyte pleural fluid,leukocyte corrected nucleated erythrocyte,plr fluid,number concentration,volume,0.080020726
glucose in blood,32807-0,mononuclear cell leukocyte bronchial specimen,mononuclear cell leukocyte,bronchial,nfr,,0.06357837
glucose in blood,75658-5,plasma cell leukocyte bronchial specimen,plasma cell leukocyte,bronchial,nfr,,0.07457242
glucose in blood,95217-6,nucleated erythrocyte leukocyte stem cell product manual count,erythrocyte nucleated leukocyte,stem cell product,nfr,,0.07280909
glucose in blood,40631-4,nucleated erythrocyte leukocyte ratio cerebral spinal fluid manual count,erythrocyte nucleated leukocyte,cerebrospinal fluid,ratio,ratio,0.089796476
glucose in blood,32155-4,basophil eosinophil monocyte leukocyte blood automated count,basophil eosinophil monocyte leukocyte,blood,nfr,,0.24779052
glucose in blood,71640-7,mesothelial cell leukocyte pure number fraction body fluid manual count,mesothelial cell leukocyte,body fluid,nfr df,pure number fraction,0.08708807
glucose in blood,66132-2,mononuclear mesothelial cell leukocyte body fluid manual count,mononuclear mesothelial cell leukocyte,body fluid,nfr,,0.08166415
glucose in blood,6690-2,leukocyte volume blood automated count,leukocyte,blood,number concentration,volume,0.2835833
glucose in blood,804-5,leukocyte volume blood manual count,leukocyte,blood,number concentration,volume,0.27649692
glucose in blood,729-4,leukocyte volume blood manual count,leukocyte,blood,number concentration,volume,0.27536038
glucose in blood,92635-2,leukocyte volume buffy coat,leukocyte,blood buffy coat,number concentration,volume,0.17945115
glucose in blood,74451-6,cell leukocyte blood fetus,cell leukocyte,blood fetus,nfr,,0.18029676
glucose in blood,49498-9,leukocyte volume blood estimate,leukocyte,blood,number concentration,volume,0.2768438
glucose in blood,30406-3,leukocyte volume blood,leukocyte,blood,number concentration,volume,0.27474254
glucose in blood,74354-2,epithelial cell leukocyte sputum,epithelial cell leukocyte,sputum,nfr,,0.06204027
glucose in blood,30443-6,mononuclear cell leukocyte gastric fluid,mononuclear cell leukocyte,gast fluid,nfr,,0.08240147
glucose in blood,26494-5,mononuclear cell leukocyte pleural fluid,mononuclear cell leukocyte,plr fluid,nfr,,0.07846294
glucose in blood,48052-5,leukocyte volume corrected nucleated erythrocyte body fluid,leukocyte corrected nucleated erythrocyte,body fluid,number concentration,volume,0.090481155
glucose in blood,55784-3,leukocyte volume corrected nucleated erythrocyte bone marrow,leukocyte corrected nucleated erythrocyte,bone mar,number concentration,volume,0.0736257
glucose in blood,48034-3,leukocyte volume corrected nucleated erythrocyte cerebral spinal fluid,leukocyte corrected nucleated erythrocyte,cerebrospinal fluid,number concentration,volume,0.07969389
glucose in blood,62440-3,nucleated erythrocyte leukocyte ratio body fluid automated count,erythrocyte nucleated leukocyte,body fluid,ratio,ratio,0.089055985
glucose in blood,41282-5,nucleated erythrocyte leukocyte ratio body fluid manual count,erythrocyte nucleated leukocyte,body fluid,ratio,ratio,0.09534624
glucose in blood,62441-1,nucleated erythrocyte leukocyte ratio cerebral spinal fluid automated count,erythrocyte nucleated leukocyte,cerebrospinal fluid,ratio,ratio,0.07798105
glucose in blood,62442-9,nucleated erythrocyte leukocyte ratio synovial fluid automated count,erythrocyte nucleated leukocyte,synv fluid,ratio,ratio,0.07198372
glucose in blood,48040-0,nucleated erythrocyte leukocyte ratio synovial fluid manual count,erythrocyte nucleated leukocyte,synv fluid,ratio,ratio,0.087474376
glucose in blood,30405-5,leukocyte volume urine,leukocyte,urine,number concentration,volume,0.08429078
glucose in blood,24122-4,leukocyte volume urine manual count,leukocyte,urine,number concentration,volume,0.089203864
glucose in blood,49782-6,mononuclear cell leukocyte pericardial fluid,mononuclear cell leukocyte,pericard fluid,nfr,,0.07750026
glucose in blood,26495-2,mononuclear cell leukocyte peritoneal fluid,mononuclear cell leukocyte,periton fluid,nfr,,0.08140431
glucose in blood,26496-0,mononuclear cell leukocyte semen,mononuclear cell leukocyte,semen,nfr,,0.08242889
glucose in blood,34982-9,unidentified cell leukocyte peritoneal fluid,unidentified cell leukocyte,periton fluid,nfr,,0.0782306
glucose in blood,34983-7,unidentified cell leukocyte pleural fluid,unidentified cell leukocyte,plr fluid,nfr,,0.074151725
glucose in blood,74428-4,metamyelocytes neutrophilic leukocyte blood manual count,metamyelocytes neutrophilic leukocyte,blood,nfr,,0.25847363
glucose in blood,740-1,metamyelocytes leukocyte blood manual count,metamyelocytes leukocyte,blood,nfr,,0.26552966
glucose in blood,737-7,lymphocyte leukocyte blood manual count,lymphocyte leukocyte,blood,nfr,,0.2579572
glucose in blood,5905-5,monocyte leukocyte blood automated count,monocyte leukocyte,blood,nfr,,0.25791335
glucose in blood,71672-0,monocyte leukocyte pure number fraction blood manual count,monocyte leukocyte,blood,nfr df,pure number fraction,0.2604666
glucose in blood,15190-2,leukocyte identifier blood automated count,leukocyte,blood,prid,identifier,0.25921205
glucose in blood,730-2,leukocyte leukocyte blood manual count,leukocyte leukocyte,blood,nfr,,0.26407498
glucose in blood,23761-0,neutrophil leukocyte blood manual count,neutrophil leukocyte,blood,nfr,,0.255199
glucose in blood,74427-6,myelocyte eosinophilic leukocyte blood manual count,myelocyte eosinophilic leukocyte,blood,nfr,,0.2570274
glucose in blood,74425-0,myelocyte neutrophilic leukocyte blood manual count,myelocyte neutrophilic leukocyte,blood,nfr,,0.26092178
glucose in blood,749-2,myelocyte leukocyte blood manual count,myelocyte leukocyte,blood,nfr,,0.26672295
glucose in blood,33849-1,plasma cell precursor leukocyte blood manual count,plasma cell precursor leukocyte,blood,nfr,,0.25508595
glucose in blood,62239-9,leukocyte volume blood fetus automated count,leukocyte,blood fetus,number concentration,volume,0.18711326
glucose in blood,51383-8,leukocyte volume blood automated count,leukocyte,blood,number concentration,volume,0.27015105
glucose in blood,14810-6,leukocyte volume bronchial specimen manual count,leukocyte,bronchial,number concentration,volume,0.073161
glucose in blood,30431-1,mesothelial cell leukocyte pleural fluid,mesothelial cell leukocyte,plr fluid,nfr,,0.07270411
glucose in blood,50407-6,cell leukocyte identifier cerebral spinal fluid,cell leukocyte,cerebrospinal fluid,prid,identifier,0.07497765
glucose in blood,30401-4,leukocyte volume bronchial specimen,leukocyte,bronchial,number concentration,volume,0.06787909
glucose in blood,26467-1,leukocyte volume pleural fluid,leukocyte,plr fluid,number concentration,volume,0.08921519
glucose in blood,105102-8,leukocyte clump volume urine,leukocyte clump,urine,number concentration,volume,0.08426315
glucose in blood,51487-7,leukocyte volume urine automated count,leukocyte,urine,number concentration,volume,0.083844595
glucose in blood,30457-6,nonhematic cell leukocyte body fluid,nonhematic cell leukocyte,body fluid,nfr,,0.08093589
glucose in blood,30456-8,nonhematic cell leukocyte cerebral spinal fluid,nonhematic cell leukocyte,cerebrospinal fluid,nfr,,0.06860196
glucose in blood,26493-7,mononuclear cell leukocyte body fluid,mononuclear cell leukocyte,body fluid,nfr,,0.089271486
glucose in blood,26492-9,mononuclear cell leukocyte cerebral spinal fluid,mononuclear cell leukocyte,cerebrospinal fluid,nfr,,0.07751532
glucose in blood,58802-0,mononuclear cell leukocyte peritoneal dialysis fluid,mononuclear cell leukocyte,dial fluid prt,nfr,,0.071796544
glucose in blood,26497-8,mononuclear cell leukocyte synovial fluid,mononuclear cell leukocyte,synv fluid,nfr,,0.07010311
glucose in blood,17803-8,plasma cell leukocyte body fluid,plasma cell leukocyte,body fluid,nfr,,0.098489776
glucose in blood,47413-0,plasma cell leukocyte cerebral spinal fluid,plasma cell leukocyte,cerebrospinal fluid,nfr,,0.08379845
glucose in blood,100708-7,plasma cell leukocyte synovial fluid,plasma cell leukocyte,synv fluid,nfr,,0.07414786
glucose in blood,34985-2,unidentified cell leukocyte body fluid,unidentified cell leukocyte,body fluid,nfr,,0.08566767
glucose in blood,34984-5,unidentified cell leukocyte synovial fluid,unidentified cell leukocyte,synv fluid,nfr,,0.06638022
glucose in blood,30468-3,unidentified cell leukocyte cerebral spinal fluid,unidentified cell leukocyte,cerebrospinal fluid,nfr,,0.06962964
glucose in blood,21114-4,deprecated blast 100 leukocyte blood automated count,blast 100 leukocyte,blood,nfr,,0.24920167
glucose in blood,33786-5,immature basophil leukocyte blood manual count,basophil immature leukocyte,blood,nfr,,0.25268593
glucose in blood,71680-3,basophil leukocyte pure number fraction blood automated count,basophil leukocyte,blood,nfr df,pure number fraction,0.25902805
glucose in blood,71675-3,basophil leukocyte pure number fraction blood manual count,basophil leukocyte,blood,nfr df,pure number fraction,0.2599417
glucose in blood,33803-8,immature eosinophil leukocyte blood manual count,eosinophil immature leukocyte,blood,nfr,,0.23590243
glucose in blood,713-8,eosinophil leukocyte blood automated count,eosinophil leukocyte,blood,nfr,,0.24915497
glucose in blood,71679-5,eosinophil leukocyte pure number fraction blood automated count,eosinophil leukocyte,blood,nfr df,pure number fraction,0.24930817
glucose in blood,71674-6,eosinophil leukocyte pure number fraction blood manual count,eosinophil leukocyte,blood,nfr df,pure number fraction,0.25030705
glucose in blood,71695-1,immature granulocyte leukocyte blood automated count,granulocyte immature leukocyte,blood,nfr,,0.25699183
glucose in blood,71666-2,promyelocytes leukocyte pure number fraction blood manual count,promyelocytes leukocyte,blood,nfr df,pure number fraction,0.2664408
glucose in blood,51713-6,deprecated metamyelocytes 100 leukocyte blood automated count,metamyelocytes 100 leukocyte,blood,nfr,,0.2535378
glucose in blood,71668-8,metamyelocytes leukocyte pure number fraction blood manual count,metamyelocytes leukocyte,blood,nfr df,pure number fraction,0.26052064
glucose in blood,29261-5,abnormal lymphocyte leukocyte blood manual count,lymphocyte abnormal leukocyte,blood,nfr,,0.24976112
glucose in blood,15197-7,lymphocyte clefted leukocyte blood manual count,lymphocyte clefted leukocyte,blood,nfr,,0.25218248
glucose in blood,33833-5,lymphocyte immunoblastic leukocyte blood manual count,lymphocyte immunoblastic leukocyte,blood,nfr,,0.24956483
glucose in blood,33835-0,lymphocyte plasmacytoid leukocyte blood manual count,lymphocyte plasmacytoid leukocyte,blood,nfr,,0.25446805
glucose in blood,736-9,lymphocyte leukocyte blood automated count,lymphocyte leukocyte,blood,nfr,,0.26052505
glucose in blood,71678-7,lymphocyte leukocyte pure number fraction blood automated count,lymphocyte leukocyte,blood,nfr df,pure number fraction,0.2567742
glucose in blood,71673-8,lymphocyte leukocyte pure number fraction blood manual count,lymphocyte leukocyte,blood,nfr df,pure number fraction,0.25748152
glucose in blood,70028-6,megakaryocytic nucleus leukocyte blood manual count,megakaryocytic nucleus leukocyte,blood,nfr,,0.25251538
glucose in blood,29259-9,monocyte abnormal leukocyte blood manual count,monocyte abnormal leukocyte,blood,nfr,,0.2522456
glucose in blood,33842-6,immature monocyte leukocyte blood manual count,monocyte immature leukocyte,blood,nfr,,0.2493818
glucose in blood,71677-9,monocyte leukocyte pure number fraction blood automated count,monocyte leukocyte,blood,nfr df,pure number fraction,0.2588137
glucose in blood,40646-2,leukocyte leukocyte blood automated count,leukocyte leukocyte,blood,nfr,,0.26155257
glucose in blood,17790-7,leukocyte left shift presence blood automated count,leukocyte left shift,blood,prthr,presence,0.24120921
glucose in blood,767-4,neutrophil hypersegmented leukocyte blood manual count,neutrophil hypersegmented leukocyte,blood,nfr,,0.2643148
glucose in blood,769-0,segmented neutrophil leukocyte blood manual count,neutrophil segmented leukocyte,blood,nfr,,0.25838447
glucose in blood,770-8,neutrophil leukocyte blood automated count,neutrophil leukocyte,blood,nfr,,0.26164782
glucose in blood,71676-1,neutrophil leukocyte pure number fraction blood automated count,neutrophil leukocyte,blood,nfr df,pure number fraction,0.25554925
glucose in blood,71671-2,neutrophil leukocyte pure number fraction blood manual count,neutrophil leukocyte,blood,nfr df,pure number fraction,0.2551624
