Query,LOINC Code,Name,Component,System,Property,Measurement,Normalized_Score
bilirubin in plasma,30409-7,leukocyte leukocyte peritoneal fluid,leukocyte leukocyte,periton fluid,nfr,,0.06835879
bilirubin in plasma,30408-9,leukocyte leukocyte pleural fluid,leukocyte leukocyte,plr fluid,nfr,,0.056543022
bilirubin in plasma,53520-3,neutrophil leukocyte dialysis fluid,neutrophil leukocyte,dial fluid,nfr,,0.06810894
bilirubin in plasma,30454-3,neutrophil leukocyte pericardial fluid,neutrophil leukocyte,pericard fluid,nfr,,0.0665574
bilirubin in plasma,26514-0,neutrophil leukocyte peritoneal fluid,neutrophil leukocyte,periton fluid,nfr,,0.07178106
bilirubin in plasma,30455-0,neutrophil leukocyte pleural fluid,neutrophil leukocyte,plr fluid,nfr,,0.060892887
bilirubin in plasma,4659-9,leukocyte phosphatase enzymatic activity volume leukocyte,phosphatase leukocyte,wbc,cell concentration,enzymatic activity volume,0.08565229
bilirubin in plasma,88335-5,predominant leukocyte identified type ear light microscopy,predominant leukocyte identified,ear,type,type,0.04492987
bilirubin in plasma,71645-6,band form neutrophil leukocyte pure number fraction body fluid manual count,neutrophil band form leukocyte,body fluid,nfr df,pure number fraction,0.0753119
bilirubin in plasma,71657-1,band form neutrophil leukocyte pure number fraction cerebral spinal fluid manual count,neutrophil band form leukocyte,cerebrospinal fluid,nfr df,pure number fraction,0.0692806
bilirubin in plasma,26448-1,blast leukocyte body fluid,blast leukocyte,body fluid,nfr,,0.067802064
bilirubin in plasma,33374-0,blast leukocyte synovial fluid,blast leukocyte,synv fluid,nfr,,0.0571781
bilirubin in plasma,28543-7,basophil leukocyte body fluid,basophil leukocyte,body fluid,nfr,,0.08447626
bilirubin in plasma,30374-3,basophil leukocyte cerebral spinal fluid,basophil leukocyte,cerebrospinal fluid,nfr,,0.075334914
bilirubin in plasma,56771-9,eosinophil leukocyte bronchial specimen flow cytometry fc,eosinophil leukocyte,bronchial,nfr,,0.05087295
bilirubin in plasma,26451-5,eosinophil leukocyte cerebral spinal fluid,eosinophil leukocyte,cerebrospinal fluid,nfr,,0.053063583
bilirubin in plasma,74143-9,granulocyte leukocyte body fluid,granulocyte leukocyte,body fluid,nfr,,0.072480135
bilirubin in plasma,33963-0,granulocyte leukocyte cerebral spinal fluid,granulocyte leukocyte,cerebrospinal fluid,nfr,,0.059596825
bilirubin in plasma,74141-3,granulocyte leukocyte peritoneal dialysis fluid,granulocyte leukocyte,dial fluid prt,nfr,,0.0673325
bilirubin in plasma,30467-5,promyelocytes leukocyte cerebral spinal fluid,promyelocytes leukocyte,cerebrospinal fluid,nfr,,0.05671867
bilirubin in plasma,17802-0,prolymphocytes leukocyte body fluid,prolymphocytes leukocyte,body fluid,nfr,,0.07199677
bilirubin in plasma,30366-9,metamyelocytes leukocyte cerebral spinal fluid,metamyelocytes leukocyte,cerebrospinal fluid,nfr,,0.057435762
bilirubin in plasma,35055-3,histiocyte leukocyte body fluid,histiocyte leukocyte,body fluid,nfr,,0.07267099
bilirubin in plasma,26481-2,lymphocyte leukocyte pleural fluid,lymphocyte leukocyte,plr fluid,nfr,,0.05187488
bilirubin in plasma,30427-9,macrophage leukocyte body fluid,macrophage leukocyte,body fluid,nfr,,0.06531308
bilirubin in plasma,30426-1,macrophage leukocyte cerebral spinal fluid,macrophage leukocyte,cerebrospinal fluid,nfr,,0.05669431
bilirubin in plasma,26487-9,monocyte leukocyte body fluid,monocyte leukocyte,body fluid,nfr,,0.06470222
bilirubin in plasma,26486-1,monocyte leukocyte cerebral spinal fluid,monocyte leukocyte,cerebrospinal fluid,nfr,,0.057757773
bilirubin in plasma,35021-5,monocyte macrophage leukocyte pleural fluid,monocyte macrophage leukocyte,plr fluid,nfr,,0.056034736
bilirubin in plasma,12224-2,leukocyte area nose microscopy high power field,leukocyte,nose,naric,area,0.06445737
bilirubin in plasma,51770-6,leukocyte area stool microscopy high power field,leukocyte,stool,naric,area,0.06576308
bilirubin in plasma,104646-5,leukocyte area urine computer assisted method,leukocyte,urine,naric,area,0.05954621
bilirubin in plasma,13655-6,leukocyte presence stool light microscopy,leukocyte,stool,prthr,presence,0.05595223
bilirubin in plasma,17800-4,myelocyte leukocyte body fluid,myelocyte leukocyte,body fluid,nfr,,0.07293253
bilirubin in plasma,30447-7,myelocyte leukocyte cerebral spinal fluid,myelocyte leukocyte,cerebrospinal fluid,nfr,,0.06316483
bilirubin in plasma,17804-6,promonocytes leukocyte body fluid,promonocytes leukocyte,body fluid,nfr,,0.062048428
bilirubin in plasma,75196-6,leukocyte count protein test performed cerebrospinal fluid test finding cdc component,leukocyte count protein test performed cerebrospinal fluid test finding,patient,find,cdc component,0.034508653
bilirubin in plasma,4527-8,deprecated complement receptor 1,complement receptor 1,wbc,,,0.061097257
bilirubin in plasma,4528-6,deprecated complement receptor 2,complement receptor 2,wbc,,,0.061390754
bilirubin in plasma,4529-4,deprecated complement receptor 3,complement receptor 3,wbc,,,0.05938626
bilirubin in plasma,4530-2,deprecated complement receptor 4,complement receptor 4,wbc,,,0.059548955
bilirubin in plasma,50658-4,basophil band form leukocyte bone marrow,basophil band form leukocyte,bone mar,nfr,,0.07206836
bilirubin in plasma,26452-3,eosinophil leukocyte body fluid,eosinophil leukocyte,body fluid,nfr,,0.06219782
bilirubin in plasma,17834-3,eosinophil leukocyte synovial fluid,eosinophil leukocyte,synv fluid,nfr,,0.053196777
bilirubin in plasma,69004-0,immature granulocyte leukocyte body fluid,granulocyte immature leukocyte,body fluid,nfr,,0.0714071
bilirubin in plasma,69006-5,immature granulocyte leukocyte cerebral spinal fluid,granulocyte immature leukocyte,cerebrospinal fluid,nfr,,0.062592834
bilirubin in plasma,26522-3,granulocyte leukocyte synovial fluid,granulocyte leukocyte,synv fluid,nfr,,0.06343207
bilirubin in plasma,17799-8,promyelocytes leukocyte body fluid,promyelocytes leukocyte,body fluid,nfr,,0.062287368
bilirubin in plasma,17833-5,basophil leukocyte synovial fluid,basophil leukocyte,synv fluid,nfr,,0.07693785
bilirubin in plasma,17801-2,metamyelocytes leukocyte body fluid,metamyelocytes leukocyte,body fluid,nfr,,0.06731729
bilirubin in plasma,32832-8,variant lymphocyte leukocyte bronchial specimen,lymphocyte variant leukocyte,bronchial,nfr,,0.046737526
bilirubin in plasma,33409-4,variant lymphocyte leukocyte pericardial fluid,lymphocyte variant leukocyte,pericard fluid,nfr,,0.05603143
bilirubin in plasma,33369-0,variant lymphocyte leukocyte peritoneal fluid,lymphocyte variant leukocyte,periton fluid,nfr,,0.060860574
bilirubin in plasma,33370-8,variant lymphocyte leukocyte pleural fluid,lymphocyte variant leukocyte,plr fluid,nfr,,0.05005216
bilirubin in plasma,11031-2,lymphocyte leukocyte body fluid,lymphocyte leukocyte,body fluid,nfr,,0.06592985
bilirubin in plasma,56769-3,lymphocyte leukocyte bronchial specimen flow cytometry fc,lymphocyte leukocyte,bronchial,nfr,,0.050690755
bilirubin in plasma,26479-6,lymphocyte leukocyte cerebral spinal fluid,lymphocyte leukocyte,cerebrospinal fluid,nfr,,0.05062578
bilirubin in plasma,26483-8,lymphocyte leukocyte synovial fluid,lymphocyte leukocyte,synv fluid,nfr,,0.051554773
bilirubin in plasma,33376-5,macrophage leukocyte synovial fluid,macrophage leukocyte,synv fluid,nfr,,0.055977993
bilirubin in plasma,17835-0,monocyte leukocyte synovial fluid,monocyte leukocyte,synv fluid,nfr,,0.057656396
bilirubin in plasma,53125-1,monocyte macrophage leukocyte bone marrow,monocyte macrophage leukocyte,bone mar,nfr,,0.043652322
bilirubin in plasma,30436-0,monocyte macrophage leukocyte cerebral spinal fluid,monocyte macrophage leukocyte,cerebrospinal fluid,nfr,,0.05355068
bilirubin in plasma,35020-7,monocyte macrophage leukocyte peritoneal fluid,monocyte macrophage leukocyte,periton fluid,nfr,,0.06538123
bilirubin in plasma,30439-4,monocyte macrophage leukocyte specimen,monocyte macrophage leukocyte,xxx,nfr,,0.046052393
bilirubin in plasma,96712-5,leukocyte area body fluid light microscopy,leukocyte,body fluid,naric,area,0.065612845
bilirubin in plasma,49224-9,leukocyte area semen microscopy high power field,leukocyte,semen,naric,area,0.0659949
bilirubin in plasma,44092-5,leukocyte area vaginal fluid wet preparation,leukocyte,vag,naric,area,0.05001351
bilirubin in plasma,53225-9,leukocyte area specimen wet preparation,leukocyte,xxx,naric,area,0.057881042
bilirubin in plasma,99928-4,leukocyte presence body fluid automated,leukocyte,body fluid,prthr,presence,0.059086848
bilirubin in plasma,42327-7,leukocyte presence stool methylene blue stain,leukocyte,stool,prthr,presence,0.05860426
bilirubin in plasma,32142-2,leukocyte presence synovial fluid light microscopy,leukocyte,synv fluid,prthr,presence,0.05732122
bilirubin in plasma,12226-7,leukocyte presence vaginal fluid wet preparation,leukocyte,vag,prthr,presence,0.061073534
bilirubin in plasma,72163-9,leukocyte presence specimen gram stain,leukocyte,xxx,prthr,presence,0.05579601
bilirubin in plasma,32761-9,leukocyte presence specimen wet preparation,leukocyte,xxx,prthr,presence,0.05124818
bilirubin in plasma,26473-9,leukocyte leukocyte body fluid,leukocyte leukocyte,body fluid,nfr,,0.06534082
bilirubin in plasma,26472-1,leukocyte leukocyte cerebral spinal fluid,leukocyte leukocyte,cerebrospinal fluid,nfr,,0.057452448
bilirubin in plasma,30410-5,leukocyte leukocyte synovial fluid,leukocyte leukocyte,synv fluid,nfr,,0.05672212
bilirubin in plasma,33388-0,band form neutrophil leukocyte pericardial fluid,neutrophil band form leukocyte,pericard fluid,nfr,,0.067870915
bilirubin in plasma,59816-9,neutrophil immature leukocyte body fluid,neutrophil immature leukocyte,body fluid,nfr,,0.07031618
bilirubin in plasma,33387-2,segmented neutrophil leukocyte pericardial fluid,neutrophil segmented leukocyte,pericard fluid,nfr,,0.06594161
bilirubin in plasma,33384-9,segmented neutrophil leukocyte peritoneal fluid,neutrophil segmented leukocyte,periton fluid,nfr,,0.0682824
bilirubin in plasma,33385-6,segmented neutrophil leukocyte pleural fluid,neutrophil segmented leukocyte,plr fluid,nfr,,0.05882975
bilirubin in plasma,26513-2,neutrophil leukocyte body fluid,neutrophil leukocyte,body fluid,nfr,,0.0704246
bilirubin in plasma,56770-1,neutrophil leukocyte bronchial specimen flow cytometry fc,neutrophil leukocyte,bronchial,nfr,,0.060026616
bilirubin in plasma,26512-4,neutrophil leukocyte cerebral spinal fluid,neutrophil leukocyte,cerebrospinal fluid,nfr,,0.060911894
bilirubin in plasma,17836-8,neutrophil leukocyte synovial fluid,neutrophil leukocyte,synv fluid,nfr,,0.058894377
bilirubin in plasma,30118-4,iga lymphocyte volume leukocyte,lymphocyte iga,wbc,number concentration,volume,0.054858215
bilirubin in plasma,30120-0,igd lymphocyte volume leukocyte,lymphocyte igd,wbc,number concentration,volume,0.050762776
bilirubin in plasma,30113-5,igg lymphocyte volume leukocyte,lymphocyte igg,wbc,number concentration,volume,0.0570247
bilirubin in plasma,30119-2,igm lymphocyte volume leukocyte,lymphocyte igm,wbc,number concentration,volume,0.054171532
bilirubin in plasma,69017-2,immature granulocyte leukocyte synovial fluid,granulocyte immature leukocyte,synv fluid,nfr,,0.063726835
bilirubin in plasma,35077-7,abnormal lymphocyte leukocyte body fluid,lymphocyte abnormal leukocyte,body fluid,nfr,,0.060785387
bilirubin in plasma,30414-7,abnormal lymphocyte leukocyte cerebral spinal fluid,lymphocyte abnormal leukocyte,cerebrospinal fluid,nfr,,0.05120411
bilirubin in plasma,30415-4,abnormal lymphocyte leukocyte synovial fluid,lymphocyte abnormal leukocyte,synv fluid,nfr,,0.050715186
bilirubin in plasma,30417-0,variant lymphocyte leukocyte body fluid,lymphocyte variant leukocyte,body fluid,nfr,,0.05918766
bilirubin in plasma,30416-2,variant lymphocyte leukocyte cerebral spinal fluid,lymphocyte variant leukocyte,cerebrospinal fluid,nfr,,0.050872456
bilirubin in plasma,30437-8,monocyte macrophage leukocyte body fluid,monocyte macrophage leukocyte,body fluid,nfr,,0.06118392
bilirubin in plasma,30438-6,monocyte macrophage leukocyte synovial fluid,monocyte macrophage leukocyte,synv fluid,nfr,,0.053231344
bilirubin in plasma,99933-4,leukocyte clump presence body fluid automated,leukocyte clump,body fluid,prthr,presence,0.06499466
bilirubin in plasma,96718-2,leukocyte area prostatic fluid light microscopy,leukocyte,prostatic fluid,naric,area,0.058179326
bilirubin in plasma,88114-4,leukocyte presence cerebral spinal fluid gram stain,leukocyte,cerebrospinal fluid,prthr,presence,0.057922296
bilirubin in plasma,48973-2,leukocyte presence stool methylene blue stain 2nd specimen,leukocyte 2nd specimen,stool,prthr,presence,0.05203497
bilirubin in plasma,26510-8,band form neutrophil leukocyte body fluid,neutrophil band form leukocyte,body fluid,nfr,,0.072583765
bilirubin in plasma,26509-0,band form neutrophil leukocyte cerebral spinal fluid,neutrophil band form leukocyte,cerebrospinal fluid,nfr,,0.06441626
bilirubin in plasma,33361-7,band form neutrophil leukocyte synovial fluid,neutrophil band form leukocyte,synv fluid,nfr,,0.061010737
bilirubin in plasma,30453-5,segmented neutrophil leukocyte body fluid,neutrophil segmented leukocyte,body fluid,nfr,,0.068241924
bilirubin in plasma,26506-6,segmented neutrophil leukocyte cerebral spinal fluid,neutrophil segmented leukocyte,cerebrospinal fluid,nfr,,0.06218191
bilirubin in plasma,33386-4,segmented neutrophil leukocyte synovial fluid,neutrophil segmented leukocyte,synv fluid,nfr,,0.05906418
bilirubin in plasma,14039-2,neutrophil leukocyte cerebral spinal fluid microscopy,neutrophil leukocyte,cerebrospinal fluid,nfr,,0.06621779
bilirubin in plasma,13944-4,leukocyte phosphatase enzymatic activity volume control leukocyte light microscopy,phosphatase leukocyte,wbc control,cell concentration,enzymatic activity volume,0.09981103
bilirubin in plasma,1766-5,aldosterone receptor leukocyte,aldosterone receptor,wbc,num,,0.046176158
bilirubin in plasma,6291-9,complement ic3b receptor presence leukocyte,complement ic3b receptor,wbc,prthr,presence,0.05911494
bilirubin in plasma,4523-7,complement ic3b receptor entitic number leukocyte,complement ic3b receptor,wbc,entnum,entitic number,0.07216291
bilirubin in plasma,27906-7,immature lymphocyte leukocyte amniotic fluid,lymphocyte immature leukocyte,amnio fluid,nfr,,0.06338652
bilirubin in plasma,33371-6,variant lymphocyte leukocyte synovial fluid,lymphocyte variant leukocyte,synv fluid,nfr,,0.048379388
bilirubin in plasma,77563-5,leukocyte esterase presence body fluid automated test strip,leukocyte esterase,body fluid,prthr,presence,0.06512589
bilirubin in plasma,6290-1,complement membrane c3b c4b cofactor protein presence leukocyte,complement membrane c3b c4b cofactor protein,wbc,prthr,presence,0.058777444
bilirubin in plasma,4525-2,complement membrane c3b c4b cofactor protein entitic number leukocyte,complement membrane c3b c4b cofactor protein,wbc,entnum,entitic number,0.0729183
bilirubin in plasma,4496-6,deprecated complement c3d c3d gg ic3b receptor presence leukocyte,complement c3d c3d gg ic3b receptor,wbc,prthr,presence,0.05224476
bilirubin in plasma,6294-3,deprecated complement c3d c3d gg ic3b receptor entitic number leukocyte,complement c3d c3d gg ic3b receptor,wbc,entnum,entitic number,0.060523286
bilirubin in plasma,1383-9,calcium mole volume serum plasma pre 2 4 mg kg calcium short iv,calcium pre 2 4 mg kg calcium short iv,serum plasma,substance concentration,mole volume,0.16437753
bilirubin in plasma,17861-6,calcium mass volume serum plasma,calcium,serum plasma,mass concentration,mass volume,0.17745513
bilirubin in plasma,35246-8,calcium mass mole volume serum plasma,calcium,serum plasma,mass substance concentration,mass mole volume,0.15036936
bilirubin in plasma,2000-8,calcium mole volume serum plasma,calcium,serum plasma,substance concentration,mole volume,0.16571955
bilirubin in plasma,1381-3,calcium mole volume serum plasma 10 minute post 2 4 mg kg calcium short iv,calcium 10m post 2 4 mg kg calcium short iv,serum plasma,substance concentration,mole volume,0.16205919
bilirubin in plasma,1382-1,calcium mole volume serum plasma 5 minute post 2 4 mg kg calcium short iv,calcium 5m post 2 4 mg kg calcium short iv,serum plasma,substance concentration,mole volume,0.1594962
bilirubin in plasma,13448-6,calcium osmolality ratio serum plasma,calcium osmolality,serum plasma,ratio,ratio,0.16503379
bilirubin in plasma,40067-1,calcium mass volume serum plasma baseline,calcium baseline,serum plasma,mass concentration,mass volume,0.15949649
bilirubin in plasma,40226-3,calcium mole volume serum plasma baseline,calcium baseline,serum plasma,substance concentration,mole volume,0.15833469
bilirubin in plasma,13444-5,calcium albumin mass ratio serum plasma,calcium albumin,serum plasma,mrto,mass ratio,0.15994719
bilirubin in plasma,16526-6,calcium protein mass ratio serum plasma,calcium protein,serum plasma,mrto,mass ratio,0.15839037
bilirubin in plasma,16527-4,calcium sodium mass ratio serum plasma,calcium sodium,serum plasma,mrto,mass ratio,0.16138709
bilirubin in plasma,46099-8,calcium mass volume corrected albumin serum plasma,calcium corrected albumin,serum plasma,mass concentration,mass volume,0.17061135
bilirubin in plasma,29265-6,calcium mole volume corrected albumin serum plasma,calcium corrected albumin,serum plasma,substance concentration,mole volume,0.16671902
bilirubin in plasma,51950-4,calcium mass volume serum plasma post dialysis,calcium post dialysis,serum plasma,mass concentration,mass volume,0.17402561
bilirubin in plasma,59148-7,calcium mole volume serum plasma post dialysis,calcium post dialysis,serum plasma,substance concentration,mole volume,0.1688082
bilirubin in plasma,40064-8,calcium mass volume serum plasma pre xxx challenge,calcium pre xxx challenge,serum plasma,mass concentration,mass volume,0.16047287
bilirubin in plasma,40223-0,calcium mole volume serum plasma pre xxx challenge,calcium pre xxx challenge,serum plasma,substance concentration,mole volume,0.16022478
bilirubin in plasma,86915-6,calcium goal mass volume serum plasma,calcium goal,serum plasma,mass concentration,mass volume,0.1675905
bilirubin in plasma,16525-8,calcium phosphate mass ratio serum plasma,calcium phosphate,serum plasma,mrto,mass ratio,0.16061303
bilirubin in plasma,34907-6,calcium mass volume corrected total protein serum plasma,calcium corrected total protein,serum plasma,mass concentration,mass volume,0.17497537
bilirubin in plasma,35258-3,calcium mass mole volume corrected total protein serum plasma,calcium corrected total protein,serum plasma,mass substance concentration,mass mole volume,0.15298514
bilirubin in plasma,18281-6,calcium mole volume corrected total protein serum plasma,calcium corrected total protein,serum plasma,substance concentration,mole volume,0.169364
bilirubin in plasma,17863-2,calcium ionized mass volume serum plasma,calcium ionized,serum plasma,mass concentration,mass volume,0.1816735
bilirubin in plasma,42567-8,calcium ionized mass mole volume serum plasma,calcium ionized,serum plasma,mass substance concentration,mass mole volume,0.15355362
bilirubin in plasma,1995-0,calcium ionized mole volume serum plasma,calcium ionized,serum plasma,substance concentration,mole volume,0.16797861
bilirubin in plasma,49935-0,calcium ionized calcium total corrected albumin serum plasma,calcium ionized calcium total corrected albumin,serum plasma,mfr,,0.14955139
bilirubin in plasma,50675-8,calcium phosphorus product mass volume 2 serum plasma,calcium phosphorus product,serum plasma,mcncsq,mass volume 2,0.17423667
bilirubin in plasma,13454-4,calcium phosphorus product mole volume 2 serum plasma,calcium phosphorus product,serum plasma,scncsq,mole volume 2,0.18039165
bilirubin in plasma,16519-1,calcium mole volume serum plasma 10 minute post xxx challenge,calcium 10m post xxx challenge,serum plasma,substance concentration,mole volume,0.15518661
bilirubin in plasma,40078-8,calcium mass volume serum plasma 12 hour post xxx challenge,calcium 12h post xxx challenge,serum plasma,mass concentration,mass volume,0.15831505
bilirubin in plasma,40239-6,calcium mole volume serum plasma 12 hour post xxx challenge,calcium 12h post xxx challenge,serum plasma,substance concentration,mole volume,0.1572908
bilirubin in plasma,40079-6,calcium mass volume serum plasma 13 hour post xxx challenge,calcium 13h post xxx challenge,serum plasma,mass concentration,mass volume,0.15819184
bilirubin in plasma,40240-4,calcium mole volume serum plasma 13 hour post xxx challenge,calcium 13h post xxx challenge,serum plasma,substance concentration,mole volume,0.15582824
bilirubin in plasma,40080-4,calcium mass volume serum plasma 14 hour post xxx challenge,calcium 14h post xxx challenge,serum plasma,mass concentration,mass volume,0.15912041
bilirubin in plasma,40241-2,calcium mole volume serum plasma 14 hour post xxx challenge,calcium 14h post xxx challenge,serum plasma,substance concentration,mole volume,0.15800275
bilirubin in plasma,40066-3,calcium mass volume serum plasma 15 minute pre xxx challenge,calcium 15m pre xxx challenge,serum plasma,mass concentration,mass volume,0.15961708
bilirubin in plasma,40225-5,calcium mole volume serum plasma 15 minute pre xxx challenge,calcium 15m pre xxx challenge,serum plasma,substance concentration,mole volume,0.1580488
bilirubin in plasma,40081-2,calcium mass volume serum plasma 16 hour post xxx challenge,calcium 16h post xxx challenge,serum plasma,mass concentration,mass volume,0.15937012
bilirubin in plasma,40242-0,calcium mole volume serum plasma 16 hour post xxx challenge,calcium 16h post xxx challenge,serum plasma,substance concentration,mole volume,0.15854216
bilirubin in plasma,40083-8,calcium mass volume serum plasma 1 day post xxx challenge,calcium 1d post xxx challenge,serum plasma,mass concentration,mass volume,0.15920152
bilirubin in plasma,40244-6,calcium mole volume serum plasma 1 day post xxx challenge,calcium 1d post xxx challenge,serum plasma,substance concentration,mole volume,0.1583518
bilirubin in plasma,40070-5,calcium mass volume serum plasma 2 5 hour post xxx challenge,calcium 2 5h post xxx challenge,serum plasma,mass concentration,mass volume,0.15836862
bilirubin in plasma,40232-1,calcium mole volume serum plasma 2 5 hour post xxx challenge,calcium 2 5h post xxx challenge,serum plasma,substance concentration,mole volume,0.15701476
bilirubin in plasma,40082-0,calcium mass volume serum plasma 20 hour post xxx challenge,calcium 20h post xxx challenge,serum plasma,mass concentration,mass volume,0.15786815
bilirubin in plasma,40243-8,calcium mole volume serum plasma 20 hour post xxx challenge,calcium 20h post xxx challenge,serum plasma,substance concentration,mole volume,0.15619656
bilirubin in plasma,40085-3,calcium mass volume serum plasma 2 day post xxx challenge,calcium 2d post xxx challenge,serum plasma,mass concentration,mass volume,0.15825823
bilirubin in plasma,40246-1,calcium mole volume serum plasma 2 day post xxx challenge,calcium 2d post xxx challenge,serum plasma,substance concentration,mole volume,0.157257
bilirubin in plasma,16271-9,calcium mass volume serum plasma 30 minute post xxx challenge,calcium 30m post xxx challenge,serum plasma,mass concentration,mass volume,0.1574958
bilirubin in plasma,40227-1,calcium mole volume serum plasma 30 minute post xxx challenge,calcium 30m post xxx challenge,serum plasma,substance concentration,mole volume,0.1576273
bilirubin in plasma,40084-6,calcium mass volume serum plasma 36 hour post xxx challenge,calcium 36h post xxx challenge,serum plasma,mass concentration,mass volume,0.1585739
bilirubin in plasma,40245-3,calcium mole volume serum plasma 36 hour post xxx challenge,calcium 36h post xxx challenge,serum plasma,substance concentration,mole volume,0.15711121
bilirubin in plasma,40086-1,calcium mass volume serum plasma 3 day post xxx challenge,calcium 3d post xxx challenge,serum plasma,mass concentration,mass volume,0.15872927
bilirubin in plasma,40247-9,calcium mole volume serum plasma 3 day post xxx challenge,calcium 3d post xxx challenge,serum plasma,substance concentration,mole volume,0.15684192
bilirubin in plasma,40071-3,calcium mass volume serum plasma 3 hour post xxx challenge,calcium 3h post xxx challenge,serum plasma,mass concentration,mass volume,0.15977964
bilirubin in plasma,40233-9,calcium mole volume serum plasma 3 hour post xxx challenge,calcium 3h post xxx challenge,serum plasma,substance concentration,mole volume,0.15690269
bilirubin in plasma,27919-0,calcium mass volume serum plasma 3rd specimen post xxx challenge,calcium 3rd specimen post xxx challenge,serum plasma,mass concentration,mass volume,0.15875588
bilirubin in plasma,40068-9,calcium mass volume serum plasma 45 minute post xxx challenge,calcium 45m post xxx challenge,serum plasma,mass concentration,mass volume,0.15609935
bilirubin in plasma,40228-9,calcium mole volume serum plasma 45 minute post xxx challenge,calcium 45m post xxx challenge,serum plasma,substance concentration,mole volume,0.15578803
bilirubin in plasma,40065-5,calcium mass volume serum plasma 45 minute pre xxx challenge,calcium 45m pre xxx challenge,serum plasma,mass concentration,mass volume,0.16034023
bilirubin in plasma,40224-8,calcium mole volume serum plasma 45 minute pre xxx challenge,calcium 45m pre xxx challenge,serum plasma,substance concentration,mole volume,0.15758464
bilirubin in plasma,40072-1,calcium mass volume serum plasma 4 hour post xxx challenge,calcium 4h post xxx challenge,serum plasma,mass concentration,mass volume,0.16020972
bilirubin in plasma,40234-7,calcium mole volume serum plasma 4 hour post xxx challenge,calcium 4h post xxx challenge,serum plasma,substance concentration,mole volume,0.15826921
bilirubin in plasma,27935-6,calcium mass volume serum plasma 4th specimen post xxx challenge,calcium 4th specimen post xxx challenge,serum plasma,mass concentration,mass volume,0.15861037
bilirubin in plasma,40073-9,calcium mass volume serum plasma 5 hour post xxx challenge,calcium 5h post xxx challenge,serum plasma,mass concentration,mass volume,0.15771946
bilirubin in plasma,40235-4,calcium mole volume serum plasma 5 hour post xxx challenge,calcium 5h post xxx challenge,serum plasma,substance concentration,mole volume,0.15534867
bilirubin in plasma,16523-3,calcium mole volume serum plasma 5 minute post xxx challenge,calcium 5m post xxx challenge,serum plasma,substance concentration,mole volume,0.15502864
bilirubin in plasma,27933-1,calcium mass volume serum plasma 5th specimen post xxx challenge,calcium 5th specimen post xxx challenge,serum plasma,mass concentration,mass volume,0.15803787
bilirubin in plasma,40075-4,calcium mass volume serum plasma 6 5 hour post xxx challenge,calcium 6 5h post xxx challenge,serum plasma,mass concentration,mass volume,0.16006772
bilirubin in plasma,40236-2,calcium mole volume serum plasma 6 5 hour post xxx challenge,calcium 6 5h post xxx challenge,serum plasma,substance concentration,mole volume,0.15859087
bilirubin in plasma,40074-7,calcium mass volume serum plasma 6 hour post xxx challenge,calcium 6h post xxx challenge,serum plasma,mass concentration,mass volume,0.16051011
bilirubin in plasma,16524-1,calcium mole volume serum plasma 6 hour post xxx challenge,calcium 6h post xxx challenge,serum plasma,substance concentration,mole volume,0.15755282
bilirubin in plasma,27910-9,calcium mass volume serum plasma 6th specimen post xxx challenge,calcium 6th specimen post xxx challenge,serum plasma,mass concentration,mass volume,0.15951775
bilirubin in plasma,40076-2,calcium mass volume serum plasma 7 5 hour post xxx challenge,calcium 7 5h post xxx challenge,serum plasma,mass concentration,mass volume,0.16163728
bilirubin in plasma,40237-0,calcium mole volume serum plasma 7 5 hour post xxx challenge,calcium 7 5h post xxx challenge,serum plasma,substance concentration,mole volume,0.16065422
bilirubin in plasma,40077-0,calcium mass volume serum plasma 8 hour post xxx challenge,calcium 8h post xxx challenge,serum plasma,mass concentration,mass volume,0.16060486
bilirubin in plasma,40238-8,calcium mole volume serum plasma 8 hour post xxx challenge,calcium 8h post xxx challenge,serum plasma,substance concentration,mole volume,0.1576799
bilirubin in plasma,50179-1,calcitonin calcium pentagastrin challenge panel serum plasma,calcitonin calcium pentagastrin challenge panel,serum plasma,,,0.1360737
bilirubin in plasma,1993-5,calcium renal clearance 24 hour urine serum plasma,calcium renal clearance,urine serum plasma,vrat,,0.14922671
bilirubin in plasma,50676-6,calcium phosphorus product panel serum plasma,calcium phosphorus product panel,serum plasma,,,0.15357186
bilirubin in plasma,13959-2,calcium ionized mole volume serum plasma calculation,calcium ionized,serum plasma,substance concentration,mole volume,0.17762719
bilirubin in plasma,16270-1,calcium mass volume serum plasma 1 hour post xxx challenge,calcium 1h post xxx challenge,serum plasma,mass concentration,mass volume,0.16062824
bilirubin in plasma,40229-7,calcium mole volume serum plasma 1 hour post xxx challenge,calcium 1h post xxx challenge,serum plasma,substance concentration,mole volume,0.15870216
bilirubin in plasma,27909-1,calcium mass volume serum plasma 1st specimen post xxx challenge,calcium 1st specimen post xxx challenge,serum plasma,mass concentration,mass volume,0.15830153
bilirubin in plasma,16272-7,calcium mass volume serum plasma 2 hour post xxx challenge,calcium 2h post xxx challenge,serum plasma,mass concentration,mass volume,0.1588895
bilirubin in plasma,40231-3,calcium mole volume serum plasma 2 hour post xxx challenge,calcium 2h post xxx challenge,serum plasma,substance concentration,mole volume,0.15800443
