Query,LOINC Code,Name,Component,System,Property,Measurement,Status,Units,Normalized_Score
bilirubin in plasma,26479-6,lymphocyte leukocyte cerebral spinal fluid,lymphocyte leukocyte,csf,nfr,,active,,0.043170083
bilirubin in plasma,26483-8,lymphocyte leukocyte synovial fluid,lymphocyte leukocyte,synv field,nfr,,active,,0.048193604
bilirubin in plasma,33376-5,macrophage leukocyte synovial fluid,macrophage leukocyte,synv field,nfr,,active,,0.052870687
bilirubin in plasma,17835-0,monocyte leukocyte synovial fluid,monocyte leukocyte,synv field,nfr,,active,,0.054518394
bilirubin in plasma,53125-1,monocyte macrophage leukocyte bone marrow,monocyte macrophage leukocyte,bone mar,nfr,,active,,0.043652322
bilirubin in plasma,30436-0,monocyte macrophage leukocyte cerebral spinal fluid,monocyte macrophage leukocyte,csf,nfr,,active,,0.046721403
bilirubin in plasma,35020-7,monocyte macrophage leukocyte peritoneal fluid,monocyte macrophage leukocyte,periton field,nfr,,active,,0.059103817
bilirubin in plasma,30439-4,monocyte macrophage leukocyte specimen,monocyte macrophage leukocyte,xxx,nfr,,active,,0.046052393
bilirubin in plasma,96712-5,leukocyte area body fluid light microscopy,leukocyte,body field,naric,area,active,field,0.055567916
bilirubin in plasma,49224-9,leukocyte area semen microscopy high power field,leukocyte,semen,naric,area,active,hpf,0.0659949
bilirubin in plasma,44092-5,leukocyte area vaginal fluid wet preparation,leukocyte,vag,naric,area,active,,0.05001351
bilirubin in plasma,53225-9,leukocyte area specimen wet preparation,leukocyte,xxx,naric,area,active,hpf,0.057881042
bilirubin in plasma,99928-4,leukocyte presence body fluid automated,leukocyte,body field,prthr,presence,active,,0.04918976
bilirubin in plasma,42327-7,leukocyte presence stool methylene blue stain,leukocyte,stool,prthr,presence,active,,0.05860426
bilirubin in plasma,32142-2,leukocyte presence synovial fluid light microscopy,leukocyte,synv field,prthr,presence,active,,0.053536598
bilirubin in plasma,12226-7,leukocyte presence vaginal fluid wet preparation,leukocyte,vag,prthr,presence,active,,0.061073534
bilirubin in plasma,72163-9,leukocyte presence specimen gram stain,leukocyte,xxx,prthr,presence,active,,0.05579601
bilirubin in plasma,32761-9,leukocyte presence specimen wet preparation,leukocyte,xxx,prthr,presence,active,,0.05124818
bilirubin in plasma,26473-9,leukocyte leukocyte body fluid,leukocyte leukocyte,body field,nfr,,active,,0.05476282
bilirubin in plasma,26472-1,leukocyte leukocyte cerebral spinal fluid,leukocyte leukocyte,csf,nfr,,active,,0.04955915
bilirubin in plasma,30410-5,leukocyte leukocyte synovial fluid,leukocyte leukocyte,synv field,nfr,,active,,0.053300265
bilirubin in plasma,33388-0,band form neutrophil leukocyte pericardial fluid,neutrophil band form leukocyte,pericard field,nfr,,active,,0.061921638
bilirubin in plasma,59816-9,neutrophil immature leukocyte body fluid,neutrophil immature leukocyte,body field,nfr,,active,,0.060751382
bilirubin in plasma,33387-2,segmented neutrophil leukocyte pericardial fluid,neutrophil segmented leukocyte,pericard field,nfr,,active,,0.060091034
bilirubin in plasma,33384-9,segmented neutrophil leukocyte peritoneal fluid,neutrophil segmented leukocyte,periton field,nfr,,active,,0.062183596
bilirubin in plasma,33385-6,segmented neutrophil leukocyte pleural fluid,neutrophil segmented leukocyte,plr field,nfr,,active,,0.053793278
bilirubin in plasma,26513-2,neutrophil leukocyte body fluid,neutrophil leukocyte,body field,nfr,,active,,0.060687672
bilirubin in plasma,56770-1,neutrophil leukocyte bronchial specimen flow cytometry fc,neutrophil leukocyte,bronchial,nfr,,active,,0.060026616
bilirubin in plasma,26512-4,neutrophil leukocyte cerebral spinal fluid,neutrophil leukocyte,csf,nfr,,active,,0.05330752
bilirubin in plasma,17836-8,neutrophil leukocyte synovial fluid,neutrophil leukocyte,synv field,nfr,,active,,0.055953845
bilirubin in plasma,30118-4,iga lymphocyte volume leukocyte,lymphocyte iga,wbc,number concentration,volume,active,10 6 l,0.054858215
bilirubin in plasma,30120-0,igd lymphocyte volume leukocyte,lymphocyte igd,wbc,number concentration,volume,active,10 6 l,0.050762776
bilirubin in plasma,30113-5,igg lymphocyte volume leukocyte,lymphocyte igg,wbc,number concentration,volume,active,10 6 l,0.0570247
bilirubin in plasma,30119-2,igm lymphocyte volume leukocyte,lymphocyte igm,wbc,number concentration,volume,active,10 6 l,0.054171532
bilirubin in plasma,69017-2,immature granulocyte leukocyte synovial fluid,granulocyte immature leukocyte,synv field,nfr,,active,,0.060826007
bilirubin in plasma,35077-7,abnormal lymphocyte leukocyte body fluid,lymphocyte abnormal leukocyte,body field,nfr,,active,,0.050989673
bilirubin in plasma,30414-7,abnormal lymphocyte leukocyte cerebral spinal fluid,lymphocyte abnormal leukocyte,csf,nfr,,active,,0.04372751
bilirubin in plasma,30415-4,abnormal lymphocyte leukocyte synovial fluid,lymphocyte abnormal leukocyte,synv field,nfr,,active,,0.04744962
bilirubin in plasma,30417-0,variant lymphocyte leukocyte body fluid,lymphocyte variant leukocyte,body field,nfr,,active,,0.04940765
bilirubin in plasma,30416-2,variant lymphocyte leukocyte cerebral spinal fluid,lymphocyte variant leukocyte,csf,nfr,,active,,0.043161567
bilirubin in plasma,30437-8,monocyte macrophage leukocyte body fluid,monocyte macrophage leukocyte,body field,nfr,,active,,0.051465575
bilirubin in plasma,30438-6,monocyte macrophage leukocyte synovial fluid,monocyte macrophage leukocyte,synv field,nfr,,active,,0.050081518
bilirubin in plasma,99933-4,leukocyte clump presence body fluid automated,leukocyte clump,body field,prthr,presence,active,,0.0556864
bilirubin in plasma,96718-2,leukocyte area prostatic fluid light microscopy,leukocyte,prostatic field,naric,area,active,field,0.054245736
bilirubin in plasma,88114-4,leukocyte presence cerebral spinal fluid gram stain,leukocyte,csf,prthr,presence,active,,0.051109705
bilirubin in plasma,48973-2,leukocyte presence stool methylene blue stain 2nd specimen,leukocyte 2nd specimen,stool,prthr,presence,active,,0.05203497
bilirubin in plasma,26510-8,band form neutrophil leukocyte body fluid,neutrophil band form leukocyte,body field,nfr,,active,,0.06305867
bilirubin in plasma,26509-0,band form neutrophil leukocyte cerebral spinal fluid,neutrophil band form leukocyte,csf,nfr,,active,,0.05688763
bilirubin in plasma,33361-7,band form neutrophil leukocyte synovial fluid,neutrophil band form leukocyte,synv field,nfr,,active,,0.058035288
bilirubin in plasma,30453-5,segmented neutrophil leukocyte body fluid,neutrophil segmented leukocyte,body field,nfr,,active,,0.058588136
bilirubin in plasma,26506-6,segmented neutrophil leukocyte cerebral spinal fluid,neutrophil segmented leukocyte,csf,nfr,,active,,0.05483308
bilirubin in plasma,33386-4,segmented neutrophil leukocyte synovial fluid,neutrophil segmented leukocyte,synv field,nfr,,active,,0.056031004
bilirubin in plasma,14039-2,neutrophil leukocyte cerebral spinal fluid microscopy,neutrophil leukocyte,csf,nfr,,active,,0.058648612
bilirubin in plasma,13944-4,leukocyte phosphatase enzymatic activity volume control leukocyte light microscopy,phosphatase leukocyte,wbc control,cell concentration,enzymatic activity volume,active,,0.09981103
bilirubin in plasma,1766-5,aldosterone receptor leukocyte,aldosterone receptor,wbc,num,,active,,0.046176158
bilirubin in plasma,6291-9,complement ic3b receptor presence leukocyte,complement ic3b receptor,wbc,prthr,presence,active,,0.05911494
bilirubin in plasma,4523-7,complement ic3b receptor entitic number leukocyte,complement ic3b receptor,wbc,entnum,entitic number,active,,0.07216291
bilirubin in plasma,27906-7,immature lymphocyte leukocyte amniotic fluid,lymphocyte immature leukocyte,amnio field,nfr,,active,,0.05638603
bilirubin in plasma,33371-6,variant lymphocyte leukocyte synovial fluid,lymphocyte variant leukocyte,synv field,nfr,,active,,0.045170493
bilirubin in plasma,77563-5,leukocyte esterase presence body fluid automated test strip,leukocyte esterase,body field,prthr,presence,active,,0.05628536
bilirubin in plasma,6290-1,complement membrane c3b c4b cofactor protein presence leukocyte,complement membrane c3b c4b cofactor protein,wbc,prthr,presence,active,,0.058777444
bilirubin in plasma,4525-2,complement membrane c3b c4b cofactor protein entitic number leukocyte,complement membrane c3b c4b cofactor protein,wbc,entnum,entitic number,active,,0.0729183
bilirubin in plasma,4496-6,deprecated complement c3d c3d gg ic3b receptor presence leukocyte,complement c3d c3d gg ic3b receptor,wbc,prthr,presence,deprecated,,0.05224476
bilirubin in plasma,6294-3,deprecated complement c3d c3d gg ic3b receptor entitic number leukocyte,complement c3d c3d gg ic3b receptor,wbc,entnum,entitic number,deprecated,,0.060523286
bilirubin in plasma,1383-9,calcium mole volume serum plasma pre 2 4 mg kg calcium short iv,calcium pre 2 4 mg kg calcium short iv,serum plasma,substance concentration,mole volume,active,mmol l,0.16437753
bilirubin in plasma,17861-6,calcium mass volume serum plasma,calcium,serum plasma,mass concentration,mass volume,active,mg dl,0.17745513
bilirubin in plasma,35246-8,calcium mass mole volume serum plasma,calcium,serum plasma,mass substance concentration,mass mole volume,discouraged,,0.15036936
bilirubin in plasma,2000-8,calcium mole volume serum plasma,calcium,serum plasma,substance concentration,mole volume,active,mmol l meq l,0.16571955
bilirubin in plasma,1381-3,calcium mole volume serum plasma 10 minute post 2 4 mg kg calcium short iv,calcium 10m post 2 4 mg kg calcium short iv,serum plasma,substance concentration,mole volume,active,mmol l,0.16205919
bilirubin in plasma,1382-1,calcium mole volume serum plasma 5 minute post 2 4 mg kg calcium short iv,calcium 5m post 2 4 mg kg calcium short iv,serum plasma,substance concentration,mole volume,active,mmol l,0.1594962
bilirubin in plasma,13448-6,calcium osmolality ratio serum plasma,calcium osmolality,serum plasma,ratio,ratio,active,,0.16503379
bilirubin in plasma,40067-1,calcium mass volume serum plasma baseline,calcium baseline,serum plasma,mass concentration,mass volume,active,mg dl,0.15949649
bilirubin in plasma,40226-3,calcium mole volume serum plasma baseline,calcium baseline,serum plasma,substance concentration,mole volume,active,mmol l,0.15833469
bilirubin in plasma,13444-5,calcium albumin mass ratio serum plasma,calcium albumin,serum plasma,mrto,mass ratio,active,,0.15994719
bilirubin in plasma,16526-6,calcium protein mass ratio serum plasma,calcium protein,serum plasma,mrto,mass ratio,active,,0.15839037
bilirubin in plasma,16527-4,calcium sodium mass ratio serum plasma,calcium sodium,serum plasma,mrto,mass ratio,active,,0.16138709
bilirubin in plasma,46099-8,calcium mass volume corrected albumin serum plasma,calcium corrected albumin,serum plasma,mass concentration,mass volume,active,mg dl,0.17061135
bilirubin in plasma,29265-6,calcium mole volume corrected albumin serum plasma,calcium corrected albumin,serum plasma,substance concentration,mole volume,active,mmol l,0.16671902
bilirubin in plasma,51950-4,calcium mass volume serum plasma post dialysis,calcium post dialysis,serum plasma,mass concentration,mass volume,active,mg dl,0.17402561
bilirubin in plasma,59148-7,calcium mole volume serum plasma post dialysis,calcium post dialysis,serum plasma,substance concentration,mole volume,active,mmol l,0.1688082
bilirubin in plasma,40064-8,calcium mass volume serum plasma pre xxx challenge,calcium pre xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.16047287
bilirubin in plasma,40223-0,calcium mole volume serum plasma pre xxx challenge,calcium pre xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.16022478
bilirubin in plasma,86915-6,calcium goal mass volume serum plasma,calcium goal,serum plasma,mass concentration,mass volume,active,mg dl,0.1675905
bilirubin in plasma,16525-8,calcium phosphate mass ratio serum plasma,calcium phosphate,serum plasma,mrto,mass ratio,active,,0.16061303
bilirubin in plasma,34907-6,calcium mass volume corrected total protein serum plasma,calcium corrected total protein,serum plasma,mass concentration,mass volume,active,mg dl,0.17497537
bilirubin in plasma,35258-3,calcium mass mole volume corrected total protein serum plasma,calcium corrected total protein,serum plasma,mass substance concentration,mass mole volume,discouraged,,0.15298514
bilirubin in plasma,18281-6,calcium mole volume corrected total protein serum plasma,calcium corrected total protein,serum plasma,substance concentration,mole volume,active,mmol l,0.169364
bilirubin in plasma,17863-2,calcium ionized mass volume serum plasma,calcium ionized,serum plasma,mass concentration,mass volume,active,mg dl,0.1816735
bilirubin in plasma,42567-8,calcium ionized mass mole volume serum plasma,calcium ionized,serum plasma,mass substance concentration,mass mole volume,discouraged,,0.15355362
bilirubin in plasma,1995-0,calcium ionized mole volume serum plasma,calcium ionized,serum plasma,substance concentration,mole volume,active,mmol l,0.16797861
bilirubin in plasma,49935-0,calcium ionized calcium total corrected albumin serum plasma,calcium ionized calcium total corrected albumin,serum plasma,mfr,,active,,0.14955139
bilirubin in plasma,50675-8,calcium phosphorus product mass volume 2 serum plasma,calcium phosphorus product,serum plasma,mcncsq,mass volume 2,active,mg2 dl2,0.17423667
bilirubin in plasma,13454-4,calcium phosphorus product mole volume 2 serum plasma,calcium phosphorus product,serum plasma,scncsq,mole volume 2,active,mmol2 l2,0.18039165
bilirubin in plasma,16519-1,calcium mole volume serum plasma 10 minute post xxx challenge,calcium 10m post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15518661
bilirubin in plasma,40078-8,calcium mass volume serum plasma 12 hour post xxx challenge,calcium 12h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.15831505
bilirubin in plasma,40239-6,calcium mole volume serum plasma 12 hour post xxx challenge,calcium 12h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.1572908
bilirubin in plasma,40079-6,calcium mass volume serum plasma 13 hour post xxx challenge,calcium 13h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.15819184
bilirubin in plasma,40240-4,calcium mole volume serum plasma 13 hour post xxx challenge,calcium 13h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15582824
bilirubin in plasma,40080-4,calcium mass volume serum plasma 14 hour post xxx challenge,calcium 14h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.15912041
bilirubin in plasma,40241-2,calcium mole volume serum plasma 14 hour post xxx challenge,calcium 14h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15800275
bilirubin in plasma,40066-3,calcium mass volume serum plasma 15 minute pre xxx challenge,calcium 15m pre xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.15961708
bilirubin in plasma,40225-5,calcium mole volume serum plasma 15 minute pre xxx challenge,calcium 15m pre xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.1580488
bilirubin in plasma,40081-2,calcium mass volume serum plasma 16 hour post xxx challenge,calcium 16h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.15937012
bilirubin in plasma,40242-0,calcium mole volume serum plasma 16 hour post xxx challenge,calcium 16h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15854216
bilirubin in plasma,40083-8,calcium mass volume serum plasma 1 day post xxx challenge,calcium 1d post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.15920152
bilirubin in plasma,40244-6,calcium mole volume serum plasma 1 day post xxx challenge,calcium 1d post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.1583518
bilirubin in plasma,40070-5,calcium mass volume serum plasma 2 5 hour post xxx challenge,calcium 2 5h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.15836862
bilirubin in plasma,40232-1,calcium mole volume serum plasma 2 5 hour post xxx challenge,calcium 2 5h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15701476
bilirubin in plasma,40082-0,calcium mass volume serum plasma 20 hour post xxx challenge,calcium 20h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.15786815
bilirubin in plasma,40243-8,calcium mole volume serum plasma 20 hour post xxx challenge,calcium 20h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15619656
bilirubin in plasma,40085-3,calcium mass volume serum plasma 2 day post xxx challenge,calcium 2d post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.15825823
bilirubin in plasma,40246-1,calcium mole volume serum plasma 2 day post xxx challenge,calcium 2d post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.157257
bilirubin in plasma,16271-9,calcium mass volume serum plasma 30 minute post xxx challenge,calcium 30m post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.1574958
bilirubin in plasma,40227-1,calcium mole volume serum plasma 30 minute post xxx challenge,calcium 30m post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.1576273
bilirubin in plasma,40084-6,calcium mass volume serum plasma 36 hour post xxx challenge,calcium 36h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.1585739
bilirubin in plasma,40245-3,calcium mole volume serum plasma 36 hour post xxx challenge,calcium 36h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15711121
bilirubin in plasma,40086-1,calcium mass volume serum plasma 3 day post xxx challenge,calcium 3d post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.15872927
bilirubin in plasma,40247-9,calcium mole volume serum plasma 3 day post xxx challenge,calcium 3d post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15684192
bilirubin in plasma,40071-3,calcium mass volume serum plasma 3 hour post xxx challenge,calcium 3h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.15977964
bilirubin in plasma,40233-9,calcium mole volume serum plasma 3 hour post xxx challenge,calcium 3h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15690269
bilirubin in plasma,27919-0,calcium mass volume serum plasma 3rd specimen post xxx challenge,calcium 3rd specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.15875588
bilirubin in plasma,40068-9,calcium mass volume serum plasma 45 minute post xxx challenge,calcium 45m post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.15609935
bilirubin in plasma,40228-9,calcium mole volume serum plasma 45 minute post xxx challenge,calcium 45m post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15578803
bilirubin in plasma,40065-5,calcium mass volume serum plasma 45 minute pre xxx challenge,calcium 45m pre xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.16034023
bilirubin in plasma,40224-8,calcium mole volume serum plasma 45 minute pre xxx challenge,calcium 45m pre xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15758464
bilirubin in plasma,40072-1,calcium mass volume serum plasma 4 hour post xxx challenge,calcium 4h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.16020972
bilirubin in plasma,40234-7,calcium mole volume serum plasma 4 hour post xxx challenge,calcium 4h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15826921
bilirubin in plasma,27935-6,calcium mass volume serum plasma 4th specimen post xxx challenge,calcium 4th specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.15861037
bilirubin in plasma,40073-9,calcium mass volume serum plasma 5 hour post xxx challenge,calcium 5h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.15771946
bilirubin in plasma,40235-4,calcium mole volume serum plasma 5 hour post xxx challenge,calcium 5h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15534867
bilirubin in plasma,16523-3,calcium mole volume serum plasma 5 minute post xxx challenge,calcium 5m post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15502864
bilirubin in plasma,27933-1,calcium mass volume serum plasma 5th specimen post xxx challenge,calcium 5th specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.15803787
bilirubin in plasma,40075-4,calcium mass volume serum plasma 6 5 hour post xxx challenge,calcium 6 5h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.16006772
bilirubin in plasma,40236-2,calcium mole volume serum plasma 6 5 hour post xxx challenge,calcium 6 5h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15859087
bilirubin in plasma,40074-7,calcium mass volume serum plasma 6 hour post xxx challenge,calcium 6h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.16051011
bilirubin in plasma,16524-1,calcium mole volume serum plasma 6 hour post xxx challenge,calcium 6h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15755282
bilirubin in plasma,27910-9,calcium mass volume serum plasma 6th specimen post xxx challenge,calcium 6th specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.15951775
bilirubin in plasma,40076-2,calcium mass volume serum plasma 7 5 hour post xxx challenge,calcium 7 5h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.16163728
bilirubin in plasma,40237-0,calcium mole volume serum plasma 7 5 hour post xxx challenge,calcium 7 5h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.16065422
bilirubin in plasma,40077-0,calcium mass volume serum plasma 8 hour post xxx challenge,calcium 8h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.16060486
bilirubin in plasma,40238-8,calcium mole volume serum plasma 8 hour post xxx challenge,calcium 8h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.1576799
bilirubin in plasma,50179-1,calcitonin calcium pentagastrin challenge panel serum plasma,calcitonin calcium pentagastrin challenge panel,serum plasma,,,active,,0.1360737
bilirubin in plasma,1993-5,calcium renal clearance 24 hour urine serum plasma,calcium renal clearance,urine serum plasma,vrat,,active,ml min,0.14922671
bilirubin in plasma,50676-6,calcium phosphorus product panel serum plasma,calcium phosphorus product panel,serum plasma,,,active,,0.15357186
bilirubin in plasma,13959-2,calcium ionized mole volume serum plasma calculation,calcium ionized,serum plasma,substance concentration,mole volume,active,mmol l,0.17762719
bilirubin in plasma,16270-1,calcium mass volume serum plasma 1 hour post xxx challenge,calcium 1h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.16062824
bilirubin in plasma,40229-7,calcium mole volume serum plasma 1 hour post xxx challenge,calcium 1h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15870216
bilirubin in plasma,27909-1,calcium mass volume serum plasma 1st specimen post xxx challenge,calcium 1st specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.15830153
bilirubin in plasma,16272-7,calcium mass volume serum plasma 2 hour post xxx challenge,calcium 2h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.1588895
bilirubin in plasma,40231-3,calcium mole volume serum plasma 2 hour post xxx challenge,calcium 2h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15800443
bilirubin in plasma,27916-6,calcium mass volume serum plasma 2nd specimen post xxx challenge,calcium 2nd specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.15901671
bilirubin in plasma,27913-3,calcium mass volume serum plasma 7th specimen post xxx challenge,calcium 7th specimen post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.16284274
bilirubin in plasma,1380-5,calcium phosphate parathyroid challenge test mass ratio serum,calcium phosphate parathyroid challenge test,serum,mrto,mass ratio,active,,0.046282317
bilirubin in plasma,30073-1,voltage gated calcium channel ab presence serum,voltage gated calcium channel ab,serum,prthr,presence,active,,0.052822743
bilirubin in plasma,40069-7,calcium mass volume serum plasma 1 5 hour post xxx challenge,calcium 1 5h post xxx challenge,serum plasma,mass concentration,mass volume,active,mg dl,0.15833229
bilirubin in plasma,40230-5,calcium mole volume serum plasma 1 5 hour post xxx challenge,calcium 1 5h post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15687543
bilirubin in plasma,17864-0,calcium ionized mass volume serum plasma ion selective membrane electrode ise,calcium ionized,serum plasma,mass concentration,mass volume,active,mg dl,0.17496249
bilirubin in plasma,12180-6,calcium ionized mole volume serum plasma ion selective membrane electrode ise,calcium ionized,serum plasma,substance concentration,mole volume,active,mmol l,0.17153817
bilirubin in plasma,19072-8,calcium ionized mole volume adjusted ph 7 4 serum plasma,calcium ionized adjusted ph 7 4,serum plasma,substance concentration,mole volume,active,mmol l,0.17231609
bilirubin in plasma,47719-0,parathyrin mass volume serum plasma pre dose calcium,parathyrin pre dose calcium,serum plasma,mass concentration,mass volume,active,pg ml ng l,0.15091778
bilirubin in plasma,31024-3,voltage gated calcium channel ab mole volume serum,voltage gated calcium channel ab,serum,substance concentration,mole volume,active,fmol l,0.068508245
bilirubin in plasma,12724-1,voltage gated calcium channel igg ab unit volume serum,voltage gated calcium channel ab igg,serum,amount concentration,unit volume,active,,0.075315766
bilirubin in plasma,41261-9,voltage gated calcium channel igg ab presence serum,voltage gated calcium channel ab igg,serum,prthr,presence,active,,0.05200146
bilirubin in plasma,41201-5,voltage gated calcium channel igg ab mole volume serum,voltage gated calcium channel ab igg,serum,substance concentration,mole volume,active,fmol l,0.068969786
bilirubin in plasma,47718-2,parathyrin mass volume serum plasma 4 hour post dose calcium,parathyrin 4h post dose calcium,serum plasma,mass concentration,mass volume,active,pg ml ng l,0.1516412
bilirubin in plasma,70219-1,basic metabolic 2008 panel ionized calcium serum plasma,basic metabolic 2008 panel ionized calcium,serum plasma,,,active,,0.14894567
bilirubin in plasma,105269-5,fractional excretion calcium ratio urine serum plasma collected unspecified duration,fractional excretion calcium,urine serum plasma,ratio,ratio,active,,0.15698618
bilirubin in plasma,24346-9,parathyrin intact calcium panel serum plasma,parathyrin intact calcium panel,serum plasma,,,active,,0.1401309
bilirubin in plasma,24347-7,parathyrin mid molecule calcium panel serum plasma,parathyrin mid molecule calcium panel,serum plasma,,,active,,0.14252084
bilirubin in plasma,47275-3,s100 calcium binding protein b mass volume serum,s100 calcium binding protein b,serum,mass concentration,mass volume,active,ug l,0.059945233
bilirubin in plasma,16512-6,calcium ionized mole volume serum plasma 2nd specimen post xxx challenge,calcium ionized 2nd specimen post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15885761
bilirubin in plasma,16513-4,calcium ionized mole volume serum plasma 3rd specimen post xxx challenge,calcium ionized 3rd specimen post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15854293
bilirubin in plasma,16514-2,calcium ionized mole volume serum plasma 4th specimen post xxx challenge,calcium ionized 4th specimen post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15783316
bilirubin in plasma,16515-9,calcium ionized mole volume serum plasma 5th specimen post xxx challenge,calcium ionized 5th specimen post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15805872
bilirubin in plasma,16516-7,calcium ionized mole volume serum plasma 6th specimen post xxx challenge,calcium ionized 6th specimen post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.15969284
bilirubin in plasma,33979-6,voltage gated calcium channel n type binding ab mole volume serum,voltage gated calcium channel n type binding ab,serum,substance concentration,mole volume,active,pmol l,0.07816837
bilirubin in plasma,57566-2,25 hydroxyvitamin d3 mole volume serum plasma pre dose calcium,calcidiol pre dose calcium,serum plasma,substance concentration,mole volume,active,nmol l,0.15928367
bilirubin in plasma,57467-3,calcitriol mass volume serum plasma pre dose calcium,calcitriol pre dose calcium,serum plasma,mass concentration,mass volume,active,pg ml,0.15757409
bilirubin in plasma,57468-1,calcitriol mole volume serum plasma pre dose calcium,calcitriol pre dose calcium,serum plasma,substance concentration,mole volume,active,pmol l,0.16613512
bilirubin in plasma,47717-4,parathyrin mass volume serum plasma 2 hour post dose calcium,parathyrin 2h post dose calcium,serum plasma,mass concentration,mass volume,active,pg ml ng l,0.14971147
bilirubin in plasma,83114-9,s100 calcium binding protein b mass volume serum immunoassay,s100 calcium binding protein b,serum,mass concentration,mass volume,active,ug l,0.052928627
bilirubin in plasma,33980-4,voltage gated calcium channel p q type binding ab mole volume serum,voltage gated calcium channel pq type binding ab,serum,substance concentration,mole volume,active,pmol l,0.074025124
bilirubin in plasma,57333-7,calcium ionized mass volume adjusted ph 7 4 serum plasma ion selective membrane electrode ise,calcium ionized adjusted ph 7 4,serum plasma,mass concentration,mass volume,active,mg dl,0.1732013
bilirubin in plasma,16517-5,calcium ionized mole volume serum plasma 7th specimen post xxx challenge,calcium ionized 7th specimen post xxx challenge,serum plasma,substance concentration,mole volume,active,mmol l,0.16140461
