Query,LOINC Code,Name,Component,System,Property,Measurement,Status,Units,Normalized_Score
calcium in serum,5438-7,deprecated cd3 cd16 cd56 cell 100 cell blood,cd16 cd56 cd3,wbc,amount concentration,,deprecated,,0.060661998
calcium in serum,5498-1,deprecated cd5 cd2 cell 100 cell blood,cd5 cd2,wbc,amount concentration,,deprecated,,0.06642152
calcium in serum,62875-0,phenx assay human leukocyte antigen hla genotyping protocol 160601,phenx assay human leukocyte antigen hla genotyping protocol 160601,patient,,,trial,,0.066918544
calcium in serum,5474-2,deprecated cd4 cell cd8 ratio blood,cd4 cd8 ratio,wbc,amount concentration,,deprecated,,0.06726824
calcium in serum,5473-4,deprecated cd4 cd8 cell 100 cell blood,cd4 cd8,wbc,amount concentration,,deprecated,,0.06647961
calcium in serum,53279-6,wbc cast presence urine computer assisted method,leukocyte cast,urine,prthr,presence,active,,0.07415801
calcium in serum,33825-1,wbc cast presence urine sediment light microscopy,leukocyte cast,urine sed,prthr,presence,active,,0.07833185
calcium in serum,67848-2,leukocyte clump presence urine sediment light microscopy,leukocyte clump,urine sed,prthr,presence,active,,0.08307482
calcium in serum,60026-2,leukocyte esterase presence urine automated test strip,leukocyte esterase,urine,prthr,presence,active,,0.07616847
calcium in serum,32782-5,leukocyte esterase nitrite presence urine test strip,leukocyte esterase nitrite,urine,prthr,presence,active,,0.07967856
calcium in serum,75604-9,fetal sex cell free maternal wbc dna dosage chromosome specific circulating cell free ccf dna,fetal sex,wbc dna plasma cfdna,find,,active,,0.07671094
calcium in serum,33228-8,wbc cast area urine computer assisted method,leukocyte cast,urine,naric,area,active,hpf,0.08563673
calcium in serum,49103-5,wbc cast area urine sediment microscopy high power field,leukocyte cast,urine sed,naric,area,active,hpf,0.097374104
calcium in serum,5820-6,wbc cast area urine sediment microscopy low power field,leukocyte cast,urine sed,naric,area,active,lpf,0.08372386
calcium in serum,46420-6,leukocyte clump area urine sediment microscopy high power field,leukocyte clump,urine sed,naric,area,active,hpf,0.09801016
calcium in serum,10446-3,leukocyte common ag presence tissue immune stain,leukocyte common ag,tiss,prthr,presence,active,,0.076318905
calcium in serum,59262-6,leukocyte esterase presence cerebral spinal fluid test strip,leukocyte esterase,csf,prthr,presence,active,,0.08048321
calcium in serum,75601-5,fetal 1p36 deletion risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna narrative,fetal 1p36 deletion risk,wbc dna plasma cfdna,likelihood,likelihood,active,,0.06419149
calcium in serum,75589-2,fetal angelman syndrome risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna narrative,fetal angelman syndrome risk,wbc dna plasma cfdna,likelihood,likelihood,active,,0.06402469
calcium in serum,75569-4,fetal monosomy x risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna narrative,fetal monosomy x risk,wbc dna plasma cfdna,likelihood,likelihood,active,,0.06960374
calcium in serum,75600-7,fetal 1p36 deletion risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna,fetal 1p36 deletion risk,wbc dna plasma cfdna,likelihood,likelihood,active,risk,0.07232658
calcium in serum,75577-7,fetal 22q11 2 deletion risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna narrative,fetal 22q11 2 deletion risk,wbc dna plasma cfdna,likelihood,likelihood,active,,0.06690735
calcium in serum,75576-9,fetal 22q11 2 deletion risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna,fetal 22q11 2 deletion risk,wbc dna plasma cfdna,likelihood,likelihood,active,risk,0.07181623
calcium in serum,75595-9,fetal 5p deletion risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna narrative,fetal 5p deletion risk,wbc dna plasma cfdna,likelihood,likelihood,active,,0.06850043
calcium in serum,75594-2,fetal 5p deletion risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna,fetal 5p deletion risk,wbc dna plasma cfdna,likelihood,likelihood,active,risk,0.073807694
calcium in serum,75588-4,fetal angelman syndrome risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna,fetal angelman syndrome risk,wbc dna plasma cfdna,likelihood,likelihood,active,risk,0.06951699
calcium in serum,75567-8,fetal monosomy x risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna,fetal monosomy x risk,wbc dna plasma cfdna,likelihood,likelihood,active,risk,0.07633141
calcium in serum,75583-5,fetal prader willi syndrome risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna narrative,fetal prader willi syndrome risk,wbc dna plasma cfdna,likelihood,likelihood,active,,0.060961064
calcium in serum,75582-7,fetal prader willi syndrome risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna,fetal prader willi syndrome risk,wbc dna plasma cfdna,likelihood,likelihood,active,risk,0.066275164
calcium in serum,75551-2,fetal trisomy 13 risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna narrative,fetal trisomy 13 risk,wbc dna plasma cfdna,likelihood,likelihood,active,,0.062120043
calcium in serum,96981-6,trisomy 13 trisomy 18 triploidy risk likelihood plasma cell free wbc dna calculation,fetal trisomy 13 trisomy 18 triploidy risk,wbc dna plasma cfdna,likelihood,likelihood,active,risk,0.06275859
calcium in serum,75602-3,fetal 1p36 deletion risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna qualitative,fetal 1p36 deletion risk,wbc dna plasma cfdna,imp,interpretation,active,,0.07338796
calcium in serum,75578-5,fetal 22q11 2 deletion risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna qualitative,fetal 22q11 2 deletion risk,wbc dna plasma cfdna,imp,interpretation,active,,0.07502483
calcium in serum,75590-0,fetal angelman syndrome risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna qualitative,fetal angelman syndrome risk,wbc dna plasma cfdna,imp,interpretation,active,,0.0741107
calcium in serum,75570-2,fetal monosomy x risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna qualitative,fetal monosomy x risk,wbc dna plasma cfdna,imp,interpretation,active,,0.07828205
calcium in serum,75584-3,fetal prader willi syndrome risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna qualitative,fetal prader willi syndrome risk,wbc dna plasma cfdna,imp,interpretation,active,,0.06807849
calcium in serum,75572-8,fetal triploidy risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna qualitative,fetal triploidy risk,wbc dna plasma cfdna,imp,interpretation,active,,0.0810772
calcium in serum,75548-8,fetal trisomy 13 risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna,fetal trisomy 13 risk,wbc dna plasma cfdna,likelihood,likelihood,active,risk,0.07076106
calcium in serum,75557-9,fetal trisomy 18 risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna narrative,fetal trisomy 18 risk,wbc dna plasma cfdna,likelihood,likelihood,active,,0.063844554
calcium in serum,75555-3,fetal trisomy 18 risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna,fetal trisomy 18 risk,wbc dna plasma cfdna,likelihood,likelihood,active,risk,0.069112934
calcium in serum,75563-7,fetal trisomy 21 risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna narrative,fetal trisomy 21 risk,wbc dna plasma cfdna,likelihood,likelihood,active,,0.0651854
calcium in serum,75561-1,fetal trisomy 21 risk likelihood based plasma cell free wbc dna dosage chromosome specific cfdna,fetal trisomy 21 risk,wbc dna plasma cfdna,likelihood,likelihood,active,risk,0.0684612
calcium in serum,75547-0,noninvasive prenatal fetal aneuploidy microdeletion panel based plasma cell free wbc dna dosage chromosome specific circulating cell free ccf dna,noninvasive prenatal fetal aneuploidy microdeletion panel,wbc dna plasma cfdna,,,active,,0.07249255
calcium in serum,96977-4,noninvasive prenatal fetal aneuploidy panel plasma cell free wbc dna dosage chromosome specific cfdna,noninvasive prenatal fetal aneuploidy panel,wbc dna plasma cfdna,,,active,,0.074326605
calcium in serum,96978-2,noninvasive prenatal fetal aneuploidy 22q11 2 deletion panel plasma cell free wbc dna dosage chromosome specific cfdna,noninvasive prenatal fetal aneuploidy 22q11 2 deletion panel,wbc dna plasma cfdna,,,active,,0.07152966
calcium in serum,75591-8,comment fetal angelman syndrome risk text plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment fetal angelman syndrome risk,wbc dna plasma cfdna,txt,text,active,,0.07406435
calcium in serum,96980-8,comment overall fetal aneuploidy risk text plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment overall fetal aneuploidy risk,wbc dna plasma cfdna,txt,text,active,,0.076646015
calcium in serum,75596-7,fetal 5p deletion risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna qualitative,fetal 5p deletion risk,wbc dna plasma cfdna,imp,interpretation,active,,0.076408006
calcium in serum,75552-0,fetal trisomy 13 risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna qualitative,fetal trisomy 13 risk,wbc dna plasma cfdna,imp,interpretation,active,,0.071690865
calcium in serum,96979-0,trisomy 13 trisomy 18 triploidy risk interpretation plasma cell free wbc dna qualitative calculation,fetal trisomy 13 trisomy 18 triploidy risk,wbc dna plasma cfdna,imp,interpretation,active,,0.066963024
calcium in serum,75558-7,fetal trisomy 18 risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna qualitative,fetal trisomy 18 risk,wbc dna plasma cfdna,imp,interpretation,active,,0.071305804
calcium in serum,75564-5,fetal trisomy 21 risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna qualitative,fetal trisomy 21 risk,wbc dna plasma cfdna,imp,interpretation,active,,0.072732426
calcium in serum,75603-1,comment fetal 1p36 deletion risk text plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment fetal 1p36 deletion risk,wbc dna plasma cfdna,txt,text,active,,0.07393423
calcium in serum,75579-3,comment fetal 22q11 2 deletion risk text plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment fetal 22q11 2 deletion risk,wbc dna plasma cfdna,txt,text,active,,0.07552102
calcium in serum,75571-0,comment fetal monosomy x risk text plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment fetal monosomy x risk,wbc dna plasma cfdna,txt,text,active,,0.07734714
calcium in serum,75585-0,comment fetal prader willi syndrome risk text plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment fetal prader willi syndrome risk,wbc dna plasma cfdna,txt,text,active,,0.07077695
calcium in serum,75573-6,comment fetal triploidy risk interpretation based plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment fetal triploidy risk,wbc dna plasma cfdna,imp,interpretation,active,,0.08187903
calcium in serum,75553-8,comment fetal trisomy 13 risk text plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment fetal trisomy 13 risk,wbc dna plasma cfdna,txt,text,active,,0.07327745
calcium in serum,75559-5,comment fetal trisomy 18 risk text plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment fetal trisomy 18 risk,wbc dna plasma cfdna,txt,text,active,,0.073230065
calcium in serum,75597-5,comment fetal 5p deletion risk text plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment fetal 5p deletion risk,wbc dna plasma cfdna,txt,text,active,,0.07766382
calcium in serum,75565-2,comment fetal trisomy 21 risk text plasma cell free wbc dna dosage chromosome specific cfdna narrative,comment fetal trisomy 21 risk,wbc dna plasma cfdna,txt,text,active,,0.07414509
calcium in serum,97510-2,glucose measurement range total glucose measurement reporting period,glucose measurement range total glucose measurement,interstitial fluid,nfr,,active,,0.08014609
calcium in serum,2352-3,glucose csf glucose plasma,glucose csf glucose plasma,plasma csf,relmcnc,,active,,0.11001974
calcium in serum,25670-1,glucose mass volume urine 30 minute post dose glucose,glucose 30m post dose glucose,urine,mass concentration,mass volume,active,mg dl,0.10369123
calcium in serum,26540-5,glucose mass volume urine 3 hour post dose glucose,glucose 3h post dose glucose,urine,mass concentration,mass volume,active,mg dl,0.1092251
calcium in serum,25675-0,glucose mass volume urine 4 hour post dose glucose,glucose 4h post dose glucose,urine,mass concentration,mass volume,active,mg dl,0.10577283
calcium in serum,26542-1,glucose mass volume urine 5 hour post dose glucose,glucose 5h post dose glucose,urine,mass concentration,mass volume,active,mg dl,0.11025851
calcium in serum,26545-4,glucose mass volume urine 6 hour post dose glucose,glucose 6h post dose glucose,urine,mass concentration,mass volume,active,mg dl,0.10948418
calcium in serum,18296-4,glucose interpretation serum plasma post dose glucose,glucose post dose glucose,serum plasma,imp,interpretation,active,,0.17965609
calcium in serum,47622-6,glucose mole volume serum plasma pre dose glucose,glucose pre dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21281487
calcium in serum,72650-5,glucose serum glucose pericard field molar concentration difference,glucose serum glucose pericard field,pericard field serum plasma,scncdiff,molar concentration difference,active,mmol l,0.21342793
calcium in serum,72649-7,glucose serum glucose peritoneal fluid molar concentration difference,glucose serum glucose perition field,periton field serum plasma,scncdiff,molar concentration difference,active,mmol l,0.21285154
calcium in serum,72651-3,glucose serum glucose pleural fluid molar concentration difference,glucose serum glucose plr field,serum plasma plr field,scncdiff,molar concentration difference,active,mmol l,0.20778278
calcium in serum,30265-3,glucose mole volume serum plasma 1 3 hour post dose glucose,glucose 1 3h post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21113172
calcium in serum,30266-1,glucose mole volume serum plasma 1 6 hour post dose glucose,glucose 1 6h post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21131365
calcium in serum,40286-7,glucose mole volume serum plasma 105 minute post dose glucose,glucose 105m post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21841374
calcium in serum,48984-9,glucose mass volume serum plasma 10 minute post dose glucose,glucose 10m post dose glucose,serum plasma,mass concentration,mass volume,active,mg dl,0.20421945
calcium in serum,32359-2,glucose mole volume serum plasma 10 minute post dose glucose,glucose 10m post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.20928164
calcium in serum,25663-6,glucose mole volume serum plasma 15 minute post dose glucose,glucose 15m post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21505824
calcium in serum,48109-3,glucose mole volume serum plasma 15 minute pre dose glucose,glucose 15m pre dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21211554
calcium in serum,25664-4,glucose mass volume urine 1 hour post dose glucose,glucose 1h post dose glucose,urine,mass concentration,mass volume,active,mg dl,0.10053353
calcium in serum,30267-9,glucose mole volume serum plasma 2 3 hour post dose glucose,glucose 2 3h post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21132948
calcium in serum,26554-6,glucose mass volume serum plasma 2 5 hour post dose glucose,glucose 2 5h post dose glucose,serum plasma,mass concentration,mass volume,active,mg dl,0.21138334
calcium in serum,26537-1,glucose presence urine test strip 2 5 hour post dose glucose,glucose 2 5h post dose glucose,urine,prthr,presence,active,,0.08894472
calcium in serum,25666-9,glucose mole volume serum plasma 2 5 hour post dose glucose,glucose 2 5h post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21680519
calcium in serum,30251-3,glucose mole volume serum plasma 2 6 hour post dose glucose,glucose 2 6h post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.2096868
calcium in serum,48985-6,glucose mass volume serum plasma 20 minute post dose glucose,glucose 20m post dose glucose,serum plasma,mass concentration,mass volume,active,mg dl,0.20599099
calcium in serum,30263-8,glucose mole volume serum plasma 20 minute post dose glucose,glucose 20m post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21243355
calcium in serum,25667-7,glucose mass volume urine 2 hour post dose glucose,glucose 2h post dose glucose,urine,mass concentration,mass volume,active,mg dl,0.103471585
calcium in serum,30252-1,glucose mole volume serum plasma 3 3 hour post dose glucose,glucose 3 3h post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.2086402
calcium in serum,26555-3,glucose mass volume serum plasma 3 5 hour post dose glucose,glucose 3 5h post dose glucose,serum plasma,mass concentration,mass volume,active,mg dl,0.21115217
calcium in serum,26538-9,glucose presence urine test strip 3 5 hour post dose glucose,glucose 3 5h post dose glucose,urine,prthr,presence,active,,0.088081494
calcium in serum,25669-3,glucose mole volume serum plasma 3 5 hour post dose glucose,glucose 3 5h post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21783066
calcium in serum,30253-9,glucose mole volume serum plasma 3 6 hour post dose glucose,glucose 3 6h post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21163793
calcium in serum,1491-0,glucose mass volume urine 30 minute post 100 g glucose po,glucose 30m post 100 g glucose po,urine,mass concentration,mass volume,active,mg dl,0.10390859
calcium in serum,20439-6,glucose mass volume serum plasma 30 minute post dose glucose,glucose 30m post dose glucose,serum plasma,mass concentration,mass volume,active,mg dl,0.20371372
calcium in serum,26548-8,glucose presence urine test strip 30 minute post dose glucose,glucose 30m post dose glucose,urine,prthr,presence,active,,0.08588164
calcium in serum,14763-7,glucose mole volume serum plasma 30 minute post dose glucose,glucose 30m post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21991116
calcium in serum,1531-3,deprecated glucose mass volume serum plasma 3 hour post 100 g glucose po,glucose 3h post 100 g glucose po,serum,mass concentration,mass volume,deprecated,,0.2792435
calcium in serum,1532-1,glucose mass volume urine 3 hour post 100 g glucose po,glucose 3h post 100 g glucose po,urine,mass concentration,mass volume,active,mg dl,0.10485096
calcium in serum,57970-6,glucose mass volume urine 3 hour post 75 g glucose po,glucose 3h post 75 g glucose po,urine,mass concentration,mass volume,active,mg dl,0.10538466
calcium in serum,19105-6,glucose interpretation serum plasma 3 hour post dose glucose,glucose 3h post dose glucose,serum plasma,imp,interpretation,active,,0.17737293
calcium in serum,20437-0,glucose mass volume serum plasma 3 hour post dose glucose,glucose 3h post dose glucose,serum plasma,mass concentration,mass volume,active,mg dl,0.20385966
calcium in serum,26549-6,glucose presence urine test strip 3 hour post dose glucose,glucose 3h post dose glucose,urine,prthr,presence,active,,0.08865974
calcium in serum,14765-2,glucose mole volume serum plasma 3 hour post dose glucose,glucose 3h post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.22005647
calcium in serum,30264-6,glucose mole volume serum plasma 40 minute post dose glucose,glucose 40m post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21193694
calcium in serum,26539-7,glucose mass volume serum plasma 45 minute post dose glucose,glucose 45m post dose glucose,serum plasma,mass concentration,mass volume,active,mg dl,0.21061413
calcium in serum,25673-5,glucose mole volume serum plasma 45 minute post dose glucose,glucose 45m post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21771234
calcium in serum,1538-8,glucose mass volume urine 4 hour post 100 g glucose po,glucose 4h post 100 g glucose po,urine,mass concentration,mass volume,active,mg dl,0.10615885
calcium in serum,26541-3,glucose mass volume serum plasma 4 hour post dose glucose,glucose 4h post dose glucose,serum plasma,mass concentration,mass volume,active,mg dl,0.20815244
calcium in serum,26550-4,glucose presence urine test strip 4 hour post dose glucose,glucose 4h post dose glucose,urine,prthr,presence,active,,0.086483374
calcium in serum,14766-0,glucose mole volume serum plasma 4 hour post dose glucose,glucose 4h post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21778156
calcium in serum,25676-8,glucose mole volume serum plasma 5 5 hour post dose glucose,glucose 5 5h post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21900283
calcium in serum,1541-2,glucose mass volume urine 5 hour post 100 g glucose po,glucose 5h post 100 g glucose po,urine,mass concentration,mass volume,active,mg dl,0.104577385
calcium in serum,26543-9,glucose mass volume serum plasma 5 hour post dose glucose,glucose 5h post dose glucose,serum plasma,mass concentration,mass volume,active,mg dl,0.21249467
calcium in serum,26551-2,glucose presence urine test strip 5 hour post dose glucose,glucose 5h post dose glucose,urine,prthr,presence,active,,0.08806188
calcium in serum,14767-8,glucose mole volume serum plasma 5 hour post dose glucose,glucose 5h post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.22315775
calcium in serum,47859-4,glucose mole volume serum plasma 5 minute post dose glucose,glucose 5m post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21538803
calcium in serum,1545-3,deprecated glucose mass volume serum plasma 6 hour post 100 g glucose po,glucose 6h post 100 g glucose po,serum,mass concentration,mass volume,deprecated,,0.2778233
calcium in serum,1546-1,glucose mass volume urine 6 hour post 100 g glucose po,glucose 6h post 100 g glucose po,urine,mass concentration,mass volume,active,mg dl,0.103593566
calcium in serum,26544-7,glucose mass volume serum plasma 6 hour post dose glucose,glucose 6h post dose glucose,serum plasma,mass concentration,mass volume,active,mg dl,0.21098033
calcium in serum,26552-0,glucose presence urine test strip 6 hour post dose glucose,glucose 6h post dose glucose,urine,prthr,presence,active,,0.086665995
calcium in serum,25677-6,glucose mole volume serum plasma 6 hour post dose glucose,glucose 6h post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21747833
calcium in serum,40285-9,glucose mole volume serum plasma 75 minute post dose glucose,glucose 75m post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21654093
calcium in serum,20441-2,glucose mass volume serum plasma post 50 g glucose,glucose post 50 g glucose,serum plasma,mass concentration,mass volume,active,mg dl,0.2098509
calcium in serum,1549-5,glucose mass volume serum plasma pre 100 g glucose po,glucose pre 100 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20304623
calcium in serum,70208-4,glucose mole volume serum plasma pre 100 g glucose po,glucose pre 100 g glucose po,serum plasma,substance concentration,mole volume,active,mmol l,0.21207252
calcium in serum,25680-0,glucose mole volume serum plasma pre 50 g glucose po,glucose pre 50 g glucose po,serum plasma,substance concentration,mole volume,active,mmol l,0.21683683
calcium in serum,1552-9,glucose mass volume serum plasma pre 75 g glucose po,glucose pre 75 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20328598
calcium in serum,14996-3,glucose mole volume serum plasma pre 75 g glucose po,glucose pre 75 g glucose po,serum plasma,substance concentration,mole volume,active,mmol l,0.21943168
calcium in serum,34059-6,glucose mole volume serum plasma pre post dose glucose,glucose pre post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21380277
calcium in serum,74790-7,glucose challenge hydrogen breath test panel exhaled gas,glucose challenge panel,exhl gas,,,active,,0.053643964
calcium in serum,104638-2,glucose standard deviation glucose mean reporting period interstitial fluid calculation,glucose standard deviation glucose mean,interstitial fluid,nfr,,active,,0.08526852
calcium in serum,41896-2,type glucose meter device,class,glucose meter device,type,,active,,0.05504938
calcium in serum,41898-8,vendor device model code glucose meter,vendor device model code,glucose meter device,id,,active,,0.059987605
calcium in serum,72648-9,glucose serum glucose synovial fluid molar concentration difference,glucose serum glucose synv field,serum plasma synv field,scncdiff,molar concentration difference,active,mmol l,0.19799529
calcium in serum,25678-4,glucose mass volume urine 1 5 hour post dose glucose,glucose 1 5h post dose glucose,urine,mass concentration,mass volume,active,mg dl,0.10660069
calcium in serum,1503-2,glucose mass volume urine 1 hour post 100 g glucose po,glucose 1h post 100 g glucose po,urine,mass concentration,mass volume,active,mg dl,0.10277627
calcium in serum,19104-9,glucose interpretation serum plasma 1 hour post dose glucose,glucose 1h post dose glucose,serum plasma,imp,interpretation,active,,0.17639422
calcium in serum,26546-2,glucose presence urine test strip 1 hour post dose glucose,glucose 1h post dose glucose,urine,prthr,presence,active,,0.08333604
calcium in serum,14756-1,glucose mole volume serum plasma 1 hour post dose glucose,glucose 1h post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21584299
calcium in serum,1515-6,deprecated glucose mass volume serum plasma 2 hour post 100 g glucose po,glucose 2h post 100 g glucose po,serum,mass concentration,mass volume,deprecated,,0.27843782
calcium in serum,1516-4,glucose mass volume urine 2 hour post 100 g glucose po,glucose 2h post 100 g glucose po,urine,mass concentration,mass volume,active,mg dl,0.10198032
calcium in serum,1519-8,deprecated glucose mass volume serum plasma 2 hour post 75 g glucose po,glucose 2h post 75 g glucose po,serum,mass concentration,mass volume,deprecated,,0.27811506
calcium in serum,1520-6,glucose mass volume urine 2 hour post 75 g glucose po,glucose 2h post 75 g glucose po,urine,mass concentration,mass volume,active,mg dl,0.100492224
calcium in serum,20436-2,glucose mass volume serum plasma 2 hour post dose glucose,glucose 2h post dose glucose,serum plasma,mass concentration,mass volume,active,mg dl,0.20404048
calcium in serum,26547-0,glucose presence urine test strip 2 hour post dose glucose,glucose 2h post dose glucose,urine,prthr,presence,active,,0.085660346
calcium in serum,14759-5,glucose mole volume serum plasma 2 hour post dose glucose,glucose 2h post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21871716
calcium in serum,6754-6,glucose presence urine test strip 30 minute post 75 g glucose po,glucose 30m post 75 g glucose po,urine,prthr,presence,active,,0.08406513
calcium in serum,25672-7,glucose mole volume serum plasma 4 5 hour post dose glucose,glucose 4 5h post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21682757
calcium in serum,1548-7,glucose mass volume serum plasma pre 0 5 g kg glucose iv,glucose pre 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,active,mg dl,0.21058539
calcium in serum,66179-3,exclusion criterion fasting plasma glucose phenx,exclusion criterion fasting plasma glucose,patient,find,phenx,trial,,0.07508844
calcium in serum,97505-2,glucose standard deviation calculated,glucose standard deviation,interstitial fluid,mass concentration,,active,mg dl,0.09178891
calcium in serum,74802-0,glucose challenge hydrogen breath test interpretation exhaled gas,glucose challenge,exhl gas,imp,interpretation,active,,0.051218674
calcium in serum,41900-2,glucose meter device vendor software version,vendor software version,glucose meter device,id,,active,,0.052131698
calcium in serum,1495-1,glucose mass volume urine 1 5 hour post 100 g glucose po,glucose 1 5h post 100 g glucose po,urine,mass concentration,mass volume,active,mg dl,0.10881933
calcium in serum,20440-4,glucose mass volume serum plasma 1 5 hour post dose glucose,glucose 1 5h post dose glucose,serum plasma,mass concentration,mass volume,active,mg dl,0.20710051
calcium in serum,26553-8,glucose presence urine test strip 1 5 hour post dose glucose,glucose 1 5h post dose glucose,urine,prthr,presence,active,,0.0882061
calcium in serum,14752-0,glucose mole volume serum plasma 1 5 hour post dose glucose,glucose 1 5h post dose glucose,serum plasma,substance concentration,mole volume,active,mmol l,0.21836656
calcium in serum,1498-5,glucose mass volume serum plasma 10 minute post 0 5 g kg glucose iv,glucose 10m post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,active,mg dl,0.21384794
calcium in serum,11142-7,glucose mass volume serum plasma 15 minute post 100 g glucose po,glucose 15m post 100 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.2018041
calcium in serum,1502-4,deprecated glucose mass volume serum plasma 1 hour post 100 g glucose po,glucose 1h post 100 g glucose po,serum,mass concentration,mass volume,deprecated,,0.27773926
calcium in serum,1505-7,glucose mass volume urine 1 hour post 50 g glucose po,glucose 1h post 50 g glucose po,urine,mass concentration,mass volume,active,mg dl,0.10501597
calcium in serum,1508-1,deprecated glucose mass volume serum plasma 1 hour post 75 g glucose po,glucose 1h post 75 g glucose po,serum,mass concentration,mass volume,deprecated,,0.27666178
calcium in serum,1509-9,glucose mass volume urine 1 hour post 75 g glucose po,glucose 1h post 75 g glucose po,urine,mass concentration,mass volume,active,mg dl,0.10246401
calcium in serum,20438-8,glucose mass volume serum plasma 1 hour post dose glucose,glucose 1h post dose glucose,serum plasma,mass concentration,mass volume,active,mg dl,0.20218135
calcium in serum,1512-3,glucose mass volume serum plasma 1 minute post 0 5 g kg glucose iv,glucose 1m post 0 5 g kg glucose iv,serum plasma,mass concentration,mass volume,active,mg dl,0.210553
calcium in serum,9375-7,glucose mass volume serum plasma 2 5 hour post 100 g glucose po,glucose 2 5h post 100 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20789674
calcium in serum,6749-6,glucose mass volume serum plasma 2 5 hour post 75 g glucose po,glucose 2 5h post 75 g glucose po,serum plasma,mass concentration,mass volume,active,mg dl,0.20664161
calcium in serum,10966-0,glucose presence urine test strip 2 5 hour post 75 g glucose po,glucose 2 5h post 75 g glucose po,urine,prthr,presence,active,,0.086177535
